[Czas: 17:13:37.837]	[Komisja B] [P] Przewodniczący 0 w komisji B: Rozpoczynam pracę.
[Czas: 17:13:40.662]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 1017062] [ID: 2] |	 Zadał kandydatowi [PID: 1017057] treść nr: 6
[Czas: 17:13:40.857]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 3 |	 Egzaminator [P] [TID: 1017059] [ID: 0] |	 Zadał kandydatowi [PID: 1017136] treść nr: 49
[Czas: 17:13:40.857]	[Komisja B] [PID: 1017056] |	 Egzaminator [C] [TID: 1017062] [ID: 2] |	 Ocenił kandydata [PID: 1017136] |	 Wynik cząstkowy: 57
[Czas: 17:13:40.857]	[Komisja B] [PID: 1017056] |	 Egzaminator [P] [TID: 1017059] [ID: 0] |	 Ocenił kandydata [PID: 1017136] |	 Wynik cząstkowy: 36
[Czas: 17:13:40.857]	[Komisja B] [PID: 1017056] |	 Egzaminator [C] [TID: 1017061] [ID: 1] |	 Ocenił kandydata [PID: 1017136] |	 Wynik cząstkowy: 17
[Czas: 17:13:40.857]	[Komisja B] [PID: 1017056] |	 Kandydat [PID: 1017136] |	 ZDAŁ B |	 Wynik: 36.67 pkt
[Czas: 17:13:40.857]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 1017059] [ID: 0] |	 Zadał kandydatowi [PID: 1017137] treść nr: 22
[Czas: 17:13:40.858]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 1017061] [ID: 1] |	 Zadał kandydatowi [PID: 1017137] treść nr: 48
[Czas: 17:13:40.858]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 1017062] [ID: 2] |	 Zadał kandydatowi [PID: 1017137] treść nr: 49
[Czas: 17:13:40.858]	[Komisja B] [PID: 1017056] |	 Egzaminator [P] [TID: 1017059] [ID: 0] |	 Ocenił kandydata [PID: 1017137] |	 Wynik cząstkowy: 19
[Czas: 17:13:40.858]	[Komisja B] [PID: 1017056] |	 Egzaminator [C] [TID: 1017061] [ID: 1] |	 Ocenił kandydata [PID: 1017137] |	 Wynik cząstkowy: 84
[Czas: 17:13:40.858]	[Komisja B] [PID: 1017056] |	 Egzaminator [C] [TID: 1017062] [ID: 2] |	 Ocenił kandydata [PID: 1017137] |	 Wynik cząstkowy: 74
[Czas: 17:13:40.858]	[Komisja B] [PID: 1017056] |	 Kandydat [PID: 1017137] |	 ZDAŁ B |	 Wynik: 59.00 pkt
[Czas: 17:13:40.858]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 1017059] [ID: 0] |	 Zadał kandydatowi [PID: 1017138] treść nr: 22
[Czas: 17:13:40.858]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 1017062] [ID: 2] |	 Zadał kandydatowi [PID: 1017138] treść nr: 7
[Czas: 17:13:40.859]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 1017061] [ID: 1] |	 Zadał kandydatowi [PID: 1017138] treść nr: 8
[Czas: 17:13:40.859]	[Komisja B] [PID: 1017056] |	 Egzaminator [C] [TID: 1017062] [ID: 2] |	 Ocenił kandydata [PID: 1017138] |	 Wynik cząstkowy: 84
[Czas: 17:13:40.859]	[Komisja B] [PID: 1017056] |	 Egzaminator [P] [TID: 1017059] [ID: 0] |	 Ocenił kandydata [PID: 1017138] |	 Wynik cząstkowy: 70
[Czas: 17:13:40.859]	[Komisja B] [PID: 1017056] |	 Egzaminator [C] [TID: 1017061] [ID: 1] |	 Ocenił kandydata [PID: 1017138] |	 Wynik cząstkowy: 34
[Czas: 17:13:40.859]	[Komisja B] [PID: 1017056] |	 Kandydat [PID: 1017138] |	 ZDAŁ B |	 Wynik: 62.67 pkt
[Czas: 17:13:40.859]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 1017061] [ID: 1] |	 Zadał kandydatowi [PID: 1017139] treść nr: 36
[Czas: 17:13:40.859]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 1017062] [ID: 2] |	 Zadał kandydatowi [PID: 1017139] treść nr: 38
[Czas: 17:13:40.860]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 3 |	 Egzaminator [P] [TID: 1017059] [ID: 0] |	 Zadał kandydatowi [PID: 1017139] treść nr: 33
[Czas: 17:13:40.860]	[Komisja B] [PID: 1017056] |	 Egzaminator [P] [TID: 1017059] [ID: 0] |	 Ocenił kandydata [PID: 1017139] |	 Wynik cząstkowy: 49
[Czas: 17:13:40.860]	[Komisja B] [PID: 1017056] |	 Egzaminator [C] [TID: 1017062] [ID: 2] |	 Ocenił kandydata [PID: 1017139] |	 Wynik cząstkowy: 78
[Czas: 17:13:40.860]	[Komisja B] [PID: 1017056] |	 Egzaminator [C] [TID: 1017061] [ID: 1] |	 Ocenił kandydata [PID: 1017139] |	 Wynik cząstkowy: 47
[Czas: 17:13:40.860]	[Komisja B] [PID: 1017056] |	 Kandydat [PID: 1017139] |	 ZDAŁ B |	 Wynik: 58.00 pkt
[Czas: 17:13:40.860]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 1017059] [ID: 0] |	 Zadał kandydatowi [PID: 1017140] treść nr: 17
[Czas: 17:13:40.860]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 1017062] [ID: 2] |	 Zadał kandydatowi [PID: 1017140] treść nr: 25
[Czas: 17:13:40.860]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 1017061] [ID: 1] |	 Zadał kandydatowi [PID: 1017140] treść nr: 27
[Czas: 17:13:40.861]	[Komisja B] [PID: 1017056] |	 Egzaminator [P] [TID: 1017059] [ID: 0] |	 Ocenił kandydata [PID: 1017140] |	 Wynik cząstkowy: 9
[Czas: 17:13:40.861]	[Komisja B] [PID: 1017056] |	 Egzaminator [C] [TID: 1017062] [ID: 2] |	 Ocenił kandydata [PID: 1017140] |	 Wynik cząstkowy: 8
[Czas: 17:13:40.861]	[Komisja B] [PID: 1017056] |	 Egzaminator [C] [TID: 1017061] [ID: 1] |	 Ocenił kandydata [PID: 1017140] |	 Wynik cząstkowy: 49
[Czas: 17:13:40.861]	[Komisja B] [PID: 1017056] |	 Kandydat [PID: 1017140] |	 OBLAŁ B |	 Wynik: 22.00 pkt
[Czas: 17:13:40.861]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 1017061] [ID: 1] |	 Zadał kandydatowi [PID: 1017141] treść nr: 4
[Czas: 17:13:40.861]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 1017059] [ID: 0] |	 Zadał kandydatowi [PID: 1017141] treść nr: 23
[Czas: 17:13:40.862]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 1017062] [ID: 2] |	 Zadał kandydatowi [PID: 1017141] treść nr: 45
[Czas: 17:13:40.862]	[Komisja B] [PID: 1017056] |	 Egzaminator [C] [TID: 1017061] [ID: 1] |	 Ocenił kandydata [PID: 1017141] |	 Wynik cząstkowy: 76
[Czas: 17:13:40.862]	[Komisja B] [PID: 1017056] |	 Egzaminator [P] [TID: 1017059] [ID: 0] |	 Ocenił kandydata [PID: 1017141] |	 Wynik cząstkowy: 47
[Czas: 17:13:40.862]	[Komisja B] [PID: 1017056] |	 Egzaminator [C] [TID: 1017062] [ID: 2] |	 Ocenił kandydata [PID: 1017141] |	 Wynik cząstkowy: 46
[Czas: 17:13:40.862]	[Komisja B] [PID: 1017056] |	 Kandydat [PID: 1017141] |	 ZDAŁ B |	 Wynik: 56.33 pkt
[Czas: 17:13:40.863]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 1017062] [ID: 2] |	 Zadał kandydatowi [PID: 1017142] treść nr: 26
[Czas: 17:13:40.863]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 1017061] [ID: 1] |	 Zadał kandydatowi [PID: 1017142] treść nr: 21
[Czas: 17:13:40.863]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 3 |	 Egzaminator [P] [TID: 1017059] [ID: 0] |	 Zadał kandydatowi [PID: 1017142] treść nr: 31
[Czas: 17:13:40.863]	[Komisja B] [PID: 1017056] |	 Egzaminator [P] [TID: 1017059] [ID: 0] |	 Ocenił kandydata [PID: 1017142] |	 Wynik cząstkowy: 73
[Czas: 17:13:40.863]	[Komisja B] [PID: 1017056] |	 Egzaminator [C] [TID: 1017062] [ID: 2] |	 Ocenił kandydata [PID: 1017142] |	 Wynik cząstkowy: 46
[Czas: 17:13:40.863]	[Komisja B] [PID: 1017056] |	 Egzaminator [C] [TID: 1017061] [ID: 1] |	 Ocenił kandydata [PID: 1017142] |	 Wynik cząstkowy: 98
[Czas: 17:13:40.863]	[Komisja B] [PID: 1017056] |	 Kandydat [PID: 1017142] |	 ZDAŁ B |	 Wynik: 72.33 pkt
[Czas: 17:13:40.864]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 1017062] [ID: 2] |	 Zadał kandydatowi [PID: 1017143] treść nr: 20
[Czas: 17:13:40.864]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 1017061] [ID: 1] |	 Zadał kandydatowi [PID: 1017143] treść nr: 50
[Czas: 17:13:40.864]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 3 |	 Egzaminator [P] [TID: 1017059] [ID: 0] |	 Zadał kandydatowi [PID: 1017143] treść nr: 11
[Czas: 17:13:40.864]	[Komisja B] [PID: 1017056] |	 Egzaminator [C] [TID: 1017062] [ID: 2] |	 Ocenił kandydata [PID: 1017143] |	 Wynik cząstkowy: 65
[Czas: 17:13:40.864]	[Komisja B] [PID: 1017056] |	 Egzaminator [C] [TID: 1017061] [ID: 1] |	 Ocenił kandydata [PID: 1017143] |	 Wynik cząstkowy: 7
[Czas: 17:13:40.864]	[Komisja B] [PID: 1017056] |	 Egzaminator [P] [TID: 1017059] [ID: 0] |	 Ocenił kandydata [PID: 1017143] |	 Wynik cząstkowy: 19
[Czas: 17:13:40.864]	[Komisja B] [PID: 1017056] |	 Kandydat [PID: 1017143] |	 ZDAŁ B |	 Wynik: 30.33 pkt
[Czas: 17:13:40.865]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 1017061] [ID: 1] |	 Zadał kandydatowi [PID: 1017144] treść nr: 20
[Czas: 17:13:40.865]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 1017062] [ID: 2] |	 Zadał kandydatowi [PID: 1017144] treść nr: 5
[Czas: 17:13:40.865]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 3 |	 Egzaminator [P] [TID: 1017059] [ID: 0] |	 Zadał kandydatowi [PID: 1017144] treść nr: 21
[Czas: 17:13:40.865]	[Komisja B] [PID: 1017056] |	 Egzaminator [P] [TID: 1017059] [ID: 0] |	 Ocenił kandydata [PID: 1017144] |	 Wynik cząstkowy: 3
[Czas: 17:13:40.865]	[Komisja B] [PID: 1017056] |	 Egzaminator [C] [TID: 1017062] [ID: 2] |	 Ocenił kandydata [PID: 1017144] |	 Wynik cząstkowy: 24
[Czas: 17:13:40.865]	[Komisja B] [PID: 1017056] |	 Egzaminator [C] [TID: 1017061] [ID: 1] |	 Ocenił kandydata [PID: 1017144] |	 Wynik cząstkowy: 17
[Czas: 17:13:40.866]	[Komisja B] [PID: 1017056] |	 Kandydat [PID: 1017144] |	 OBLAŁ B |	 Wynik: 14.67 pkt
[Czas: 17:13:40.866]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 1017062] [ID: 2] |	 Zadał kandydatowi [PID: 1017145] treść nr: 34
[Czas: 17:13:40.866]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 1017061] [ID: 1] |	 Zadał kandydatowi [PID: 1017145] treść nr: 23
[Czas: 17:13:40.866]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 3 |	 Egzaminator [P] [TID: 1017059] [ID: 0] |	 Zadał kandydatowi [PID: 1017145] treść nr: 15
[Czas: 17:13:40.866]	[Komisja B] [PID: 1017056] |	 Egzaminator [C] [TID: 1017061] [ID: 1] |	 Ocenił kandydata [PID: 1017145] |	 Wynik cząstkowy: 26
[Czas: 17:13:40.866]	[Komisja B] [PID: 1017056] |	 Egzaminator [P] [TID: 1017059] [ID: 0] |	 Ocenił kandydata [PID: 1017145] |	 Wynik cząstkowy: 31
[Czas: 17:13:40.866]	[Komisja B] [PID: 1017056] |	 Egzaminator [C] [TID: 1017062] [ID: 2] |	 Ocenił kandydata [PID: 1017145] |	 Wynik cząstkowy: 80
[Czas: 17:13:40.867]	[Komisja B] [PID: 1017056] |	 Kandydat [PID: 1017145] |	 ZDAŁ B |	 Wynik: 45.67 pkt
[Czas: 17:13:40.867]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 1017062] [ID: 2] |	 Zadał kandydatowi [PID: 1017146] treść nr: 22
[Czas: 17:13:40.867]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 1017061] [ID: 1] |	 Zadał kandydatowi [PID: 1017146] treść nr: 37
[Czas: 17:13:40.867]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 3 |	 Egzaminator [P] [TID: 1017059] [ID: 0] |	 Zadał kandydatowi [PID: 1017146] treść nr: 2
[Czas: 17:13:40.867]	[Komisja B] [PID: 1017056] |	 Egzaminator [C] [TID: 1017062] [ID: 2] |	 Ocenił kandydata [PID: 1017146] |	 Wynik cząstkowy: 15
[Czas: 17:13:40.867]	[Komisja B] [PID: 1017056] |	 Egzaminator [C] [TID: 1017061] [ID: 1] |	 Ocenił kandydata [PID: 1017146] |	 Wynik cząstkowy: 72
[Czas: 17:13:40.867]	[Komisja B] [PID: 1017056] |	 Egzaminator [P] [TID: 1017059] [ID: 0] |	 Ocenił kandydata [PID: 1017146] |	 Wynik cząstkowy: 40
[Czas: 17:13:40.868]	[Komisja B] [PID: 1017056] |	 Kandydat [PID: 1017146] |	 ZDAŁ B |	 Wynik: 42.33 pkt
[Czas: 17:13:40.868]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 1017059] [ID: 0] |	 Zadał kandydatowi [PID: 1017147] treść nr: 2
[Czas: 17:13:40.868]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 1017061] [ID: 1] |	 Zadał kandydatowi [PID: 1017147] treść nr: 16
[Czas: 17:13:40.868]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 1017062] [ID: 2] |	 Zadał kandydatowi [PID: 1017147] treść nr: 22
[Czas: 17:13:40.869]	[Komisja B] [PID: 1017056] |	 Egzaminator [C] [TID: 1017061] [ID: 1] |	 Ocenił kandydata [PID: 1017147] |	 Wynik cząstkowy: 56
[Czas: 17:13:40.868]	[Komisja B] [PID: 1017056] |	 Egzaminator [P] [TID: 1017059] [ID: 0] |	 Ocenił kandydata [PID: 1017147] |	 Wynik cząstkowy: 88
[Czas: 17:13:40.868]	[Komisja B] [PID: 1017056] |	 Egzaminator [C] [TID: 1017062] [ID: 2] |	 Ocenił kandydata [PID: 1017147] |	 Wynik cząstkowy: 68
[Czas: 17:13:40.869]	[Komisja B] [PID: 1017056] |	 Kandydat [PID: 1017147] |	 ZDAŁ B |	 Wynik: 70.67 pkt
[Czas: 17:13:40.869]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 1017059] [ID: 0] |	 Zadał kandydatowi [PID: 1017148] treść nr: 38
[Czas: 17:13:40.869]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 1017062] [ID: 2] |	 Zadał kandydatowi [PID: 1017148] treść nr: 10
[Czas: 17:13:40.869]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 1017061] [ID: 1] |	 Zadał kandydatowi [PID: 1017148] treść nr: 49
[Czas: 17:13:40.869]	[Komisja B] [PID: 1017056] |	 Egzaminator [C] [TID: 1017061] [ID: 1] |	 Ocenił kandydata [PID: 1017148] |	 Wynik cząstkowy: 97
[Czas: 17:13:40.869]	[Komisja B] [PID: 1017056] |	 Egzaminator [C] [TID: 1017062] [ID: 2] |	 Ocenił kandydata [PID: 1017148] |	 Wynik cząstkowy: 66
[Czas: 17:13:40.869]	[Komisja B] [PID: 1017056] |	 Egzaminator [P] [TID: 1017059] [ID: 0] |	 Ocenił kandydata [PID: 1017148] |	 Wynik cząstkowy: 89
[Czas: 17:13:40.870]	[Komisja B] [PID: 1017056] |	 Kandydat [PID: 1017148] |	 ZDAŁ B |	 Wynik: 84.00 pkt
[Czas: 17:13:40.870]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 1017062] [ID: 2] |	 Zadał kandydatowi [PID: 1017149] treść nr: 32
[Czas: 17:13:40.870]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 1017061] [ID: 1] |	 Zadał kandydatowi [PID: 1017149] treść nr: 9
[Czas: 17:13:40.870]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 3 |	 Egzaminator [P] [TID: 1017059] [ID: 0] |	 Zadał kandydatowi [PID: 1017149] treść nr: 26
[Czas: 17:13:40.870]	[Komisja B] [PID: 1017056] |	 Egzaminator [P] [TID: 1017059] [ID: 0] |	 Ocenił kandydata [PID: 1017149] |	 Wynik cząstkowy: 9
[Czas: 17:13:40.870]	[Komisja B] [PID: 1017056] |	 Egzaminator [C] [TID: 1017061] [ID: 1] |	 Ocenił kandydata [PID: 1017149] |	 Wynik cząstkowy: 1
[Czas: 17:13:40.870]	[Komisja B] [PID: 1017056] |	 Egzaminator [C] [TID: 1017062] [ID: 2] |	 Ocenił kandydata [PID: 1017149] |	 Wynik cząstkowy: 47
[Czas: 17:13:40.870]	[Komisja B] [PID: 1017056] |	 Kandydat [PID: 1017149] |	 OBLAŁ B |	 Wynik: 19.00 pkt
[Czas: 17:13:40.871]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 1017061] [ID: 1] |	 Zadał kandydatowi [PID: 1017150] treść nr: 43
[Czas: 17:13:40.871]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 1017062] [ID: 2] |	 Zadał kandydatowi [PID: 1017150] treść nr: 4
[Czas: 17:13:40.871]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 3 |	 Egzaminator [P] [TID: 1017059] [ID: 0] |	 Zadał kandydatowi [PID: 1017150] treść nr: 9
[Czas: 17:13:40.871]	[Komisja B] [PID: 1017056] |	 Egzaminator [C] [TID: 1017061] [ID: 1] |	 Ocenił kandydata [PID: 1017150] |	 Wynik cząstkowy: 24
[Czas: 17:13:40.871]	[Komisja B] [PID: 1017056] |	 Egzaminator [P] [TID: 1017059] [ID: 0] |	 Ocenił kandydata [PID: 1017150] |	 Wynik cząstkowy: 86
[Czas: 17:13:40.871]	[Komisja B] [PID: 1017056] |	 Egzaminator [C] [TID: 1017062] [ID: 2] |	 Ocenił kandydata [PID: 1017150] |	 Wynik cząstkowy: 42
[Czas: 17:13:40.871]	[Komisja B] [PID: 1017056] |	 Kandydat [PID: 1017150] |	 ZDAŁ B |	 Wynik: 50.67 pkt
[Czas: 17:13:40.871]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 1017059] [ID: 0] |	 Zadał kandydatowi [PID: 1017151] treść nr: 28
[Czas: 17:13:40.871]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 1017061] [ID: 1] |	 Zadał kandydatowi [PID: 1017151] treść nr: 24
[Czas: 17:13:40.872]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 1017062] [ID: 2] |	 Zadał kandydatowi [PID: 1017151] treść nr: 41
[Czas: 17:13:40.872]	[Komisja B] [PID: 1017056] |	 Egzaminator [C] [TID: 1017062] [ID: 2] |	 Ocenił kandydata [PID: 1017151] |	 Wynik cząstkowy: 26
[Czas: 17:13:40.872]	[Komisja B] [PID: 1017056] |	 Egzaminator [C] [TID: 1017061] [ID: 1] |	 Ocenił kandydata [PID: 1017151] |	 Wynik cząstkowy: 84
[Czas: 17:13:40.872]	[Komisja B] [PID: 1017056] |	 Egzaminator [P] [TID: 1017059] [ID: 0] |	 Ocenił kandydata [PID: 1017151] |	 Wynik cząstkowy: 63
[Czas: 17:13:40.872]	[Komisja B] [PID: 1017056] |	 Kandydat [PID: 1017151] |	 ZDAŁ B |	 Wynik: 57.67 pkt
[Czas: 17:13:40.872]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 1017061] [ID: 1] |	 Zadał kandydatowi [PID: 1017152] treść nr: 1
[Czas: 17:13:40.872]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 1017062] [ID: 2] |	 Zadał kandydatowi [PID: 1017152] treść nr: 29
[Czas: 17:13:40.872]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 3 |	 Egzaminator [P] [TID: 1017059] [ID: 0] |	 Zadał kandydatowi [PID: 1017152] treść nr: 14
[Czas: 17:13:40.872]	[Komisja B] [PID: 1017056] |	 Egzaminator [C] [TID: 1017062] [ID: 2] |	 Ocenił kandydata [PID: 1017152] |	 Wynik cząstkowy: 49
[Czas: 17:13:40.872]	[Komisja B] [PID: 1017056] |	 Egzaminator [P] [TID: 1017059] [ID: 0] |	 Ocenił kandydata [PID: 1017152] |	 Wynik cząstkowy: 18
[Czas: 17:13:40.872]	[Komisja B] [PID: 1017056] |	 Egzaminator [C] [TID: 1017061] [ID: 1] |	 Ocenił kandydata [PID: 1017152] |	 Wynik cząstkowy: 20
[Czas: 17:13:40.873]	[Komisja B] [PID: 1017056] |	 Kandydat [PID: 1017152] |	 OBLAŁ B |	 Wynik: 29.00 pkt
[Czas: 17:13:40.923]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 1017059] [ID: 0] |	 Zadał kandydatowi [PID: 1017154] treść nr: 21
[Czas: 17:13:40.923]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 1017062] [ID: 2] |	 Zadał kandydatowi [PID: 1017154] treść nr: 29
[Czas: 17:13:40.923]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 1017061] [ID: 1] |	 Zadał kandydatowi [PID: 1017154] treść nr: 15
[Czas: 17:13:40.923]	[Komisja B] [PID: 1017056] |	 Egzaminator [C] [TID: 1017061] [ID: 1] |	 Ocenił kandydata [PID: 1017154] |	 Wynik cząstkowy: 14
[Czas: 17:13:40.923]	[Komisja B] [PID: 1017056] |	 Egzaminator [P] [TID: 1017059] [ID: 0] |	 Ocenił kandydata [PID: 1017154] |	 Wynik cząstkowy: 69
[Czas: 17:13:40.923]	[Komisja B] [PID: 1017056] |	 Egzaminator [C] [TID: 1017062] [ID: 2] |	 Ocenił kandydata [PID: 1017154] |	 Wynik cząstkowy: 41
[Czas: 17:13:40.923]	[Komisja B] [PID: 1017056] |	 Kandydat [PID: 1017154] |	 ZDAŁ B |	 Wynik: 41.33 pkt
[Czas: 17:13:40.924]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 1017059] [ID: 0] |	 Zadał kandydatowi [PID: 1017155] treść nr: 2
[Czas: 17:13:40.924]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 1017062] [ID: 2] |	 Zadał kandydatowi [PID: 1017155] treść nr: 29
[Czas: 17:13:40.924]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 1017061] [ID: 1] |	 Zadał kandydatowi [PID: 1017155] treść nr: 12
[Czas: 17:13:40.924]	[Komisja B] [PID: 1017056] |	 Egzaminator [C] [TID: 1017062] [ID: 2] |	 Ocenił kandydata [PID: 1017155] |	 Wynik cząstkowy: 0
[Czas: 17:13:40.924]	[Komisja B] [PID: 1017056] |	 Egzaminator [C] [TID: 1017061] [ID: 1] |	 Ocenił kandydata [PID: 1017155] |	 Wynik cząstkowy: 31
[Czas: 17:13:40.924]	[Komisja B] [PID: 1017056] |	 Egzaminator [P] [TID: 1017059] [ID: 0] |	 Ocenił kandydata [PID: 1017155] |	 Wynik cząstkowy: 89
[Czas: 17:13:40.924]	[Komisja B] [PID: 1017056] |	 Kandydat [PID: 1017155] |	 ZDAŁ B |	 Wynik: 40.00 pkt
[Czas: 17:13:40.925]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 1017059] [ID: 0] |	 Zadał kandydatowi [PID: 1017156] treść nr: 49
[Czas: 17:13:40.925]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 1017061] [ID: 1] |	 Zadał kandydatowi [PID: 1017156] treść nr: 35
[Czas: 17:13:40.925]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 1017062] [ID: 2] |	 Zadał kandydatowi [PID: 1017156] treść nr: 48
[Czas: 17:13:40.925]	[Komisja B] [PID: 1017056] |	 Egzaminator [C] [TID: 1017062] [ID: 2] |	 Ocenił kandydata [PID: 1017156] |	 Wynik cząstkowy: 85
[Czas: 17:13:40.925]	[Komisja B] [PID: 1017056] |	 Egzaminator [C] [TID: 1017061] [ID: 1] |	 Ocenił kandydata [PID: 1017156] |	 Wynik cząstkowy: 34
[Czas: 17:13:40.925]	[Komisja B] [PID: 1017056] |	 Egzaminator [P] [TID: 1017059] [ID: 0] |	 Ocenił kandydata [PID: 1017156] |	 Wynik cząstkowy: 39
[Czas: 17:13:40.925]	[Komisja B] [PID: 1017056] |	 Kandydat [PID: 1017156] |	 ZDAŁ B |	 Wynik: 52.67 pkt
[Czas: 17:13:40.926]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 1017059] [ID: 0] |	 Zadał kandydatowi [PID: 1017157] treść nr: 47
[Czas: 17:13:40.926]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 1017062] [ID: 2] |	 Zadał kandydatowi [PID: 1017157] treść nr: 17
[Czas: 17:13:40.926]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 1017061] [ID: 1] |	 Zadał kandydatowi [PID: 1017157] treść nr: 9
[Czas: 17:13:40.926]	[Komisja B] [PID: 1017056] |	 Egzaminator [C] [TID: 1017061] [ID: 1] |	 Ocenił kandydata [PID: 1017157] |	 Wynik cząstkowy: 38
[Czas: 17:13:40.926]	[Komisja B] [PID: 1017056] |	 Egzaminator [C] [TID: 1017062] [ID: 2] |	 Ocenił kandydata [PID: 1017157] |	 Wynik cząstkowy: 74
