[Czas: 15:42:48.749]	[Komisja A] [P] Przewodniczący 0 w komisji A: Rozpoczynam pracę.
[Czas: 15:42:51.164]	[Komisja A] [PID: 887229] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 887236] [ID: 2] |	 Zadał kandydatowi [PID: 887240] treść nr: 24
[Czas: 15:42:53.889]	[Komisja A] [PID: 887229] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 887239] [ID: 4] |	 Zadał kandydatowi [PID: 887254] treść nr: 44
[Czas: 15:42:53.889]	[Komisja A] [PID: 887229] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 887238] [ID: 3] |	 Zadał kandydatowi [PID: 887254] treść nr: 28
[Czas: 15:42:53.889]	[Komisja A] [PID: 887229] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 887234] [ID: 1] |	 Zadał kandydatowi [PID: 887254] treść nr: 31
[Czas: 15:42:53.889]	[Komisja A] [PID: 887229] |	 Pytanie nr: 5 |	 Egzaminator [P] [TID: 887232] [ID: 0] |	 Zadał kandydatowi [PID: 887254] treść nr: 42
[Czas: 15:42:54.090]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887236] [ID: 2] |	 Ocenił kandydata [PID: 887254] |	 Wynik cząstkowy: 30
[Czas: 15:42:54.090]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887238] [ID: 3] |	 Ocenił kandydata [PID: 887254] |	 Wynik cząstkowy: 46
[Czas: 15:42:54.090]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887234] [ID: 1] |	 Ocenił kandydata [PID: 887254] |	 Wynik cząstkowy: 50
[Czas: 15:42:54.090]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887239] [ID: 4] |	 Ocenił kandydata [PID: 887254] |	 Wynik cząstkowy: 9
[Czas: 15:42:54.090]	[Komisja A] [PID: 887229] |	 Egzaminator [P] [TID: 887232] [ID: 0] |	 Ocenił kandydata [PID: 887254] |	 Wynik cząstkowy: 35
[Czas: 15:42:54.091]	[Komisja A] [PID: 887229] |	 Kandydat [PID: 887254] |	 ZDAŁ A (-> B) |	 Wynik: 34.00 pkt
[Czas: 15:42:54.092]	[Komisja A] [PID: 887229] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 887232] [ID: 0] |	 Zadał kandydatowi [PID: 887255] treść nr: 46
[Czas: 15:42:54.092]	[Komisja A] [PID: 887229] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 887239] [ID: 4] |	 Zadał kandydatowi [PID: 887255] treść nr: 44
[Czas: 15:42:54.092]	[Komisja A] [PID: 887229] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 887236] [ID: 2] |	 Zadał kandydatowi [PID: 887255] treść nr: 38
[Czas: 15:42:54.092]	[Komisja A] [PID: 887229] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 887238] [ID: 3] |	 Zadał kandydatowi [PID: 887255] treść nr: 8
[Czas: 15:42:54.093]	[Komisja A] [PID: 887229] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 887234] [ID: 1] |	 Zadał kandydatowi [PID: 887255] treść nr: 30
[Czas: 15:42:54.294]	[Komisja A] [PID: 887229] |	 Egzaminator [P] [TID: 887232] [ID: 0] |	 Ocenił kandydata [PID: 887255] |	 Wynik cząstkowy: 23
[Czas: 15:42:54.293]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887239] [ID: 4] |	 Ocenił kandydata [PID: 887255] |	 Wynik cząstkowy: 55
[Czas: 15:42:54.294]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887234] [ID: 1] |	 Ocenił kandydata [PID: 887255] |	 Wynik cząstkowy: 5
[Czas: 15:42:54.294]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887236] [ID: 2] |	 Ocenił kandydata [PID: 887255] |	 Wynik cząstkowy: 10
[Czas: 15:42:54.294]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887238] [ID: 3] |	 Ocenił kandydata [PID: 887255] |	 Wynik cząstkowy: 19
[Czas: 15:42:54.295]	[Komisja A] [PID: 887229] |	 Kandydat [PID: 887255] |	 OBLAŁ A (Koniec) |	 Wynik: 22.40 pkt
[Czas: 15:42:54.295]	[Komisja A] [PID: 887229] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 887232] [ID: 0] |	 Zadał kandydatowi [PID: 887256] treść nr: 50
[Czas: 15:42:54.295]	[Komisja A] [PID: 887229] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 887239] [ID: 4] |	 Zadał kandydatowi [PID: 887256] treść nr: 25
[Czas: 15:42:54.296]	[Komisja A] [PID: 887229] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 887238] [ID: 3] |	 Zadał kandydatowi [PID: 887256] treść nr: 19
[Czas: 15:42:54.296]	[Komisja A] [PID: 887229] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 887236] [ID: 2] |	 Zadał kandydatowi [PID: 887256] treść nr: 1
[Czas: 15:42:54.296]	[Komisja A] [PID: 887229] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 887234] [ID: 1] |	 Zadał kandydatowi [PID: 887256] treść nr: 3
[Czas: 15:42:54.502]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887236] [ID: 2] |	 Ocenił kandydata [PID: 887256] |	 Wynik cząstkowy: 93
[Czas: 15:42:54.502]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887238] [ID: 3] |	 Ocenił kandydata [PID: 887256] |	 Wynik cząstkowy: 7
[Czas: 15:42:54.502]	[Komisja A] [PID: 887229] |	 Egzaminator [P] [TID: 887232] [ID: 0] |	 Ocenił kandydata [PID: 887256] |	 Wynik cząstkowy: 19
[Czas: 15:42:54.502]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887234] [ID: 1] |	 Ocenił kandydata [PID: 887256] |	 Wynik cząstkowy: 96
[Czas: 15:42:54.502]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887239] [ID: 4] |	 Ocenił kandydata [PID: 887256] |	 Wynik cząstkowy: 81
[Czas: 15:42:54.503]	[Komisja A] [PID: 887229] |	 Kandydat [PID: 887256] |	 ZDAŁ A (-> B) |	 Wynik: 59.20 pkt
[Czas: 15:42:54.503]	[Komisja A] [PID: 887229] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 887232] [ID: 0] |	 Zadał kandydatowi [PID: 887257] treść nr: 32
[Czas: 15:42:54.504]	[Komisja A] [PID: 887229] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 887234] [ID: 1] |	 Zadał kandydatowi [PID: 887257] treść nr: 25
[Czas: 15:42:54.504]	[Komisja A] [PID: 887229] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 887238] [ID: 3] |	 Zadał kandydatowi [PID: 887257] treść nr: 28
[Czas: 15:42:54.504]	[Komisja A] [PID: 887229] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 887236] [ID: 2] |	 Zadał kandydatowi [PID: 887257] treść nr: 11
[Czas: 15:42:54.504]	[Komisja A] [PID: 887229] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 887239] [ID: 4] |	 Zadał kandydatowi [PID: 887257] treść nr: 18
[Czas: 15:42:54.706]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887239] [ID: 4] |	 Ocenił kandydata [PID: 887257] |	 Wynik cząstkowy: 45
[Czas: 15:42:54.707]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887236] [ID: 2] |	 Ocenił kandydata [PID: 887257] |	 Wynik cząstkowy: 57
[Czas: 15:42:54.707]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887238] [ID: 3] |	 Ocenił kandydata [PID: 887257] |	 Wynik cząstkowy: 45
[Czas: 15:42:54.707]	[Komisja A] [PID: 887229] |	 Egzaminator [P] [TID: 887232] [ID: 0] |	 Ocenił kandydata [PID: 887257] |	 Wynik cząstkowy: 96
[Czas: 15:42:54.706]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887234] [ID: 1] |	 Ocenił kandydata [PID: 887257] |	 Wynik cząstkowy: 28
[Czas: 15:42:54.708]	[Komisja A] [PID: 887229] |	 Kandydat [PID: 887257] |	 ZDAŁ A (-> B) |	 Wynik: 54.20 pkt
[Czas: 15:42:54.708]	[Komisja A] [PID: 887229] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 887232] [ID: 0] |	 Zadał kandydatowi [PID: 887258] treść nr: 29
[Czas: 15:42:54.708]	[Komisja A] [PID: 887229] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 887238] [ID: 3] |	 Zadał kandydatowi [PID: 887258] treść nr: 50
[Czas: 15:42:54.709]	[Komisja A] [PID: 887229] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 887236] [ID: 2] |	 Zadał kandydatowi [PID: 887258] treść nr: 44
[Czas: 15:42:54.709]	[Komisja A] [PID: 887229] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 887234] [ID: 1] |	 Zadał kandydatowi [PID: 887258] treść nr: 22
[Czas: 15:42:54.709]	[Komisja A] [PID: 887229] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 887239] [ID: 4] |	 Zadał kandydatowi [PID: 887258] treść nr: 7
[Czas: 15:42:54.915]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887238] [ID: 3] |	 Ocenił kandydata [PID: 887258] |	 Wynik cząstkowy: 68
[Czas: 15:42:54.915]	[Komisja A] [PID: 887229] |	 Egzaminator [P] [TID: 887232] [ID: 0] |	 Ocenił kandydata [PID: 887258] |	 Wynik cząstkowy: 38
[Czas: 15:42:54.915]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887234] [ID: 1] |	 Ocenił kandydata [PID: 887258] |	 Wynik cząstkowy: 91
[Czas: 15:42:54.915]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887236] [ID: 2] |	 Ocenił kandydata [PID: 887258] |	 Wynik cząstkowy: 49
[Czas: 15:42:54.915]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887239] [ID: 4] |	 Ocenił kandydata [PID: 887258] |	 Wynik cząstkowy: 38
[Czas: 15:42:54.915]	[Komisja A] [PID: 887229] |	 Kandydat [PID: 887258] |	 ZDAŁ A (-> B) |	 Wynik: 56.80 pkt
[Czas: 15:42:54.915]	[Komisja A] [PID: 887229] |	 Kandydat [PID: 887259] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 15:42:54.916]	[Komisja A] [PID: 887229] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 887232] [ID: 0] |	 Zadał kandydatowi [PID: 887260] treść nr: 35
[Czas: 15:42:54.916]	[Komisja A] [PID: 887229] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 887236] [ID: 2] |	 Zadał kandydatowi [PID: 887260] treść nr: 23
[Czas: 15:42:54.916]	[Komisja A] [PID: 887229] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 887239] [ID: 4] |	 Zadał kandydatowi [PID: 887260] treść nr: 3
[Czas: 15:42:54.916]	[Komisja A] [PID: 887229] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 887234] [ID: 1] |	 Zadał kandydatowi [PID: 887260] treść nr: 37
[Czas: 15:42:54.916]	[Komisja A] [PID: 887229] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 887238] [ID: 3] |	 Zadał kandydatowi [PID: 887260] treść nr: 25
[Czas: 15:42:55.118]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887236] [ID: 2] |	 Ocenił kandydata [PID: 887260] |	 Wynik cząstkowy: 17
[Czas: 15:42:55.119]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887239] [ID: 4] |	 Ocenił kandydata [PID: 887260] |	 Wynik cząstkowy: 97
[Czas: 15:42:55.119]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887238] [ID: 3] |	 Ocenił kandydata [PID: 887260] |	 Wynik cząstkowy: 9
[Czas: 15:42:55.118]	[Komisja A] [PID: 887229] |	 Egzaminator [P] [TID: 887232] [ID: 0] |	 Ocenił kandydata [PID: 887260] |	 Wynik cząstkowy: 65
[Czas: 15:42:55.119]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887234] [ID: 1] |	 Ocenił kandydata [PID: 887260] |	 Wynik cząstkowy: 16
[Czas: 15:42:55.119]	[Komisja A] [PID: 887229] |	 Kandydat [PID: 887260] |	 ZDAŁ A (-> B) |	 Wynik: 40.80 pkt
[Czas: 15:42:55.120]	[Komisja A] [PID: 887229] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 887236] [ID: 2] |	 Zadał kandydatowi [PID: 887261] treść nr: 48
[Czas: 15:42:55.120]	[Komisja A] [PID: 887229] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 887238] [ID: 3] |	 Zadał kandydatowi [PID: 887261] treść nr: 39
[Czas: 15:42:55.120]	[Komisja A] [PID: 887229] |	 Pytanie nr: 3 |	 Egzaminator [P] [TID: 887232] [ID: 0] |	 Zadał kandydatowi [PID: 887261] treść nr: 19
[Czas: 15:42:55.120]	[Komisja A] [PID: 887229] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 887234] [ID: 1] |	 Zadał kandydatowi [PID: 887261] treść nr: 17
[Czas: 15:42:55.120]	[Komisja A] [PID: 887229] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 887239] [ID: 4] |	 Zadał kandydatowi [PID: 887261] treść nr: 7
[Czas: 15:42:55.322]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887236] [ID: 2] |	 Ocenił kandydata [PID: 887261] |	 Wynik cząstkowy: 64
[Czas: 15:42:55.322]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887238] [ID: 3] |	 Ocenił kandydata [PID: 887261] |	 Wynik cząstkowy: 59
[Czas: 15:42:55.322]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887239] [ID: 4] |	 Ocenił kandydata [PID: 887261] |	 Wynik cząstkowy: 8
[Czas: 15:42:55.322]	[Komisja A] [PID: 887229] |	 Egzaminator [P] [TID: 887232] [ID: 0] |	 Ocenił kandydata [PID: 887261] |	 Wynik cząstkowy: 81
[Czas: 15:42:55.322]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887234] [ID: 1] |	 Ocenił kandydata [PID: 887261] |	 Wynik cząstkowy: 77
[Czas: 15:42:55.323]	[Komisja A] [PID: 887229] |	 Kandydat [PID: 887261] |	 ZDAŁ A (-> B) |	 Wynik: 57.80 pkt
[Czas: 15:42:55.323]	[Komisja A] [PID: 887229] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 887232] [ID: 0] |	 Zadał kandydatowi [PID: 887262] treść nr: 17
[Czas: 15:42:55.323]	[Komisja A] [PID: 887229] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 887238] [ID: 3] |	 Zadał kandydatowi [PID: 887262] treść nr: 22
[Czas: 15:42:55.324]	[Komisja A] [PID: 887229] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 887234] [ID: 1] |	 Zadał kandydatowi [PID: 887262] treść nr: 49
[Czas: 15:42:55.324]	[Komisja A] [PID: 887229] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 887239] [ID: 4] |	 Zadał kandydatowi [PID: 887262] treść nr: 26
[Czas: 15:42:55.324]	[Komisja A] [PID: 887229] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 887236] [ID: 2] |	 Zadał kandydatowi [PID: 887262] treść nr: 46
[Czas: 15:42:55.525]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887234] [ID: 1] |	 Ocenił kandydata [PID: 887262] |	 Wynik cząstkowy: 13
[Czas: 15:42:55.525]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887238] [ID: 3] |	 Ocenił kandydata [PID: 887262] |	 Wynik cząstkowy: 34
[Czas: 15:42:55.525]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887239] [ID: 4] |	 Ocenił kandydata [PID: 887262] |	 Wynik cząstkowy: 58
[Czas: 15:42:55.525]	[Komisja A] [PID: 887229] |	 Egzaminator [P] [TID: 887232] [ID: 0] |	 Ocenił kandydata [PID: 887262] |	 Wynik cząstkowy: 99
[Czas: 15:42:55.525]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887236] [ID: 2] |	 Ocenił kandydata [PID: 887262] |	 Wynik cząstkowy: 89
[Czas: 15:42:55.525]	[Komisja A] [PID: 887229] |	 Kandydat [PID: 887262] |	 ZDAŁ A (-> B) |	 Wynik: 58.60 pkt
[Czas: 15:42:55.526]	[Komisja A] [PID: 887229] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 887232] [ID: 0] |	 Zadał kandydatowi [PID: 887263] treść nr: 41
[Czas: 15:42:55.526]	[Komisja A] [PID: 887229] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 887234] [ID: 1] |	 Zadał kandydatowi [PID: 887263] treść nr: 25
[Czas: 15:42:55.526]	[Komisja A] [PID: 887229] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 887238] [ID: 3] |	 Zadał kandydatowi [PID: 887263] treść nr: 13
[Czas: 15:42:55.526]	[Komisja A] [PID: 887229] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 887239] [ID: 4] |	 Zadał kandydatowi [PID: 887263] treść nr: 15
[Czas: 15:42:55.527]	[Komisja A] [PID: 887229] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 887236] [ID: 2] |	 Zadał kandydatowi [PID: 887263] treść nr: 14
[Czas: 15:42:55.728]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887239] [ID: 4] |	 Ocenił kandydata [PID: 887263] |	 Wynik cząstkowy: 7
[Czas: 15:42:55.728]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887234] [ID: 1] |	 Ocenił kandydata [PID: 887263] |	 Wynik cząstkowy: 89
[Czas: 15:42:55.728]	[Komisja A] [PID: 887229] |	 Egzaminator [P] [TID: 887232] [ID: 0] |	 Ocenił kandydata [PID: 887263] |	 Wynik cząstkowy: 43
[Czas: 15:42:55.728]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887238] [ID: 3] |	 Ocenił kandydata [PID: 887263] |	 Wynik cząstkowy: 51
[Czas: 15:42:55.728]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887236] [ID: 2] |	 Ocenił kandydata [PID: 887263] |	 Wynik cząstkowy: 32
[Czas: 15:42:55.728]	[Komisja A] [PID: 887229] |	 Kandydat [PID: 887263] |	 ZDAŁ A (-> B) |	 Wynik: 44.40 pkt
[Czas: 15:42:55.729]	[Komisja A] [PID: 887229] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 887234] [ID: 1] |	 Zadał kandydatowi [PID: 887264] treść nr: 48
[Czas: 15:42:55.729]	[Komisja A] [PID: 887229] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 887239] [ID: 4] |	 Zadał kandydatowi [PID: 887264] treść nr: 12
[Czas: 15:42:55.729]	[Komisja A] [PID: 887229] |	 Pytanie nr: 3 |	 Egzaminator [P] [TID: 887232] [ID: 0] |	 Zadał kandydatowi [PID: 887264] treść nr: 28
[Czas: 15:42:55.729]	[Komisja A] [PID: 887229] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 887236] [ID: 2] |	 Zadał kandydatowi [PID: 887264] treść nr: 17
[Czas: 15:42:55.729]	[Komisja A] [PID: 887229] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 887238] [ID: 3] |	 Zadał kandydatowi [PID: 887264] treść nr: 35
[Czas: 15:42:55.931]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887234] [ID: 1] |	 Ocenił kandydata [PID: 887264] |	 Wynik cząstkowy: 24
[Czas: 15:42:55.931]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887239] [ID: 4] |	 Ocenił kandydata [PID: 887264] |	 Wynik cząstkowy: 5
[Czas: 15:42:55.931]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887236] [ID: 2] |	 Ocenił kandydata [PID: 887264] |	 Wynik cząstkowy: 48
[Czas: 15:42:55.931]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887238] [ID: 3] |	 Ocenił kandydata [PID: 887264] |	 Wynik cząstkowy: 32
[Czas: 15:42:55.931]	[Komisja A] [PID: 887229] |	 Egzaminator [P] [TID: 887232] [ID: 0] |	 Ocenił kandydata [PID: 887264] |	 Wynik cząstkowy: 58
[Czas: 15:42:55.931]	[Komisja A] [PID: 887229] |	 Kandydat [PID: 887264] |	 ZDAŁ A (-> B) |	 Wynik: 33.40 pkt
[Czas: 15:42:55.932]	[Komisja A] [PID: 887229] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 887239] [ID: 4] |	 Zadał kandydatowi [PID: 887265] treść nr: 18
[Czas: 15:42:55.932]	[Komisja A] [PID: 887229] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 887232] [ID: 0] |	 Zadał kandydatowi [PID: 887265] treść nr: 36
[Czas: 15:42:55.932]	[Komisja A] [PID: 887229] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 887238] [ID: 3] |	 Zadał kandydatowi [PID: 887265] treść nr: 3
[Czas: 15:42:55.932]	[Komisja A] [PID: 887229] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 887234] [ID: 1] |	 Zadał kandydatowi [PID: 887265] treść nr: 45
[Czas: 15:42:55.932]	[Komisja A] [PID: 887229] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 887236] [ID: 2] |	 Zadał kandydatowi [PID: 887265] treść nr: 33
[Czas: 15:42:56.134]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887238] [ID: 3] |	 Ocenił kandydata [PID: 887265] |	 Wynik cząstkowy: 73
[Czas: 15:42:56.134]	[Komisja A] [PID: 887229] |	 Egzaminator [P] [TID: 887232] [ID: 0] |	 Ocenił kandydata [PID: 887265] |	 Wynik cząstkowy: 17
[Czas: 15:42:56.135]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887234] [ID: 1] |	 Ocenił kandydata [PID: 887265] |	 Wynik cząstkowy: 86
[Czas: 15:42:56.134]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887239] [ID: 4] |	 Ocenił kandydata [PID: 887265] |	 Wynik cząstkowy: 83
[Czas: 15:42:56.135]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887236] [ID: 2] |	 Ocenił kandydata [PID: 887265] |	 Wynik cząstkowy: 41
[Czas: 15:42:56.135]	[Komisja A] [PID: 887229] |	 Kandydat [PID: 887265] |	 ZDAŁ A (-> B) |	 Wynik: 60.00 pkt
[Czas: 15:42:56.136]	[Komisja A] [PID: 887229] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 887232] [ID: 0] |	 Zadał kandydatowi [PID: 887266] treść nr: 41
[Czas: 15:42:56.136]	[Komisja A] [PID: 887229] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 887234] [ID: 1] |	 Zadał kandydatowi [PID: 887266] treść nr: 49
[Czas: 15:42:56.136]	[Komisja A] [PID: 887229] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 887236] [ID: 2] |	 Zadał kandydatowi [PID: 887266] treść nr: 39
[Czas: 15:42:56.136]	[Komisja A] [PID: 887229] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 887238] [ID: 3] |	 Zadał kandydatowi [PID: 887266] treść nr: 7
[Czas: 15:42:56.136]	[Komisja A] [PID: 887229] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 887239] [ID: 4] |	 Zadał kandydatowi [PID: 887266] treść nr: 14
[Czas: 15:42:56.342]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887239] [ID: 4] |	 Ocenił kandydata [PID: 887266] |	 Wynik cząstkowy: 61
[Czas: 15:42:56.342]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887236] [ID: 2] |	 Ocenił kandydata [PID: 887266] |	 Wynik cząstkowy: 11
[Czas: 15:42:56.342]	[Komisja A] [PID: 887229] |	 Egzaminator [P] [TID: 887232] [ID: 0] |	 Ocenił kandydata [PID: 887266] |	 Wynik cząstkowy: 5
[Czas: 15:42:56.342]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887238] [ID: 3] |	 Ocenił kandydata [PID: 887266] |	 Wynik cząstkowy: 98
[Czas: 15:42:56.342]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887234] [ID: 1] |	 Ocenił kandydata [PID: 887266] |	 Wynik cząstkowy: 91
[Czas: 15:42:56.343]	[Komisja A] [PID: 887229] |	 Kandydat [PID: 887266] |	 ZDAŁ A (-> B) |	 Wynik: 53.20 pkt
[Czas: 15:42:56.343]	[Komisja A] [PID: 887229] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 887238] [ID: 3] |	 Zadał kandydatowi [PID: 887267] treść nr: 3
[Czas: 15:42:56.343]	[Komisja A] [PID: 887229] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 887232] [ID: 0] |	 Zadał kandydatowi [PID: 887267] treść nr: 1
[Czas: 15:42:56.344]	[Komisja A] [PID: 887229] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 887236] [ID: 2] |	 Zadał kandydatowi [PID: 887267] treść nr: 21
[Czas: 15:42:56.344]	[Komisja A] [PID: 887229] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 887234] [ID: 1] |	 Zadał kandydatowi [PID: 887267] treść nr: 29
[Czas: 15:42:56.344]	[Komisja A] [PID: 887229] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 887239] [ID: 4] |	 Zadał kandydatowi [PID: 887267] treść nr: 39
[Czas: 15:42:56.563]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887236] [ID: 2] |	 Ocenił kandydata [PID: 887267] |	 Wynik cząstkowy: 50
[Czas: 15:42:56.563]	[Komisja A] [PID: 887229] |	 Egzaminator [P] [TID: 887232] [ID: 0] |	 Ocenił kandydata [PID: 887267] |	 Wynik cząstkowy: 52
[Czas: 15:42:56.563]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887238] [ID: 3] |	 Ocenił kandydata [PID: 887267] |	 Wynik cząstkowy: 48
[Czas: 15:42:56.563]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887234] [ID: 1] |	 Ocenił kandydata [PID: 887267] |	 Wynik cząstkowy: 65
[Czas: 15:42:56.563]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887239] [ID: 4] |	 Ocenił kandydata [PID: 887267] |	 Wynik cząstkowy: 46
[Czas: 15:42:56.564]	[Komisja A] [PID: 887229] |	 Kandydat [PID: 887267] |	 ZDAŁ A (-> B) |	 Wynik: 52.20 pkt
[Czas: 15:42:56.564]	[Komisja A] [PID: 887229] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 887232] [ID: 0] |	 Zadał kandydatowi [PID: 887268] treść nr: 9
[Czas: 15:42:56.564]	[Komisja A] [PID: 887229] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 887238] [ID: 3] |	 Zadał kandydatowi [PID: 887268] treść nr: 12
