[Czas: 16:24:01.694]	[Komisja A] [P] Przewodniczący 0 w komisji A: Rozpoczynam pracę.
[Czas: 16:24:02.009]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920338] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.023]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920512] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.023]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920513] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.023]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920514] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.023]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920515] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.023]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920516] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.023]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920517] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.023]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920518] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.023]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920519] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.023]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920520] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.023]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920521] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.024]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920522] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.024]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920523] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.024]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920524] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.024]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920525] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.024]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920526] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.024]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920527] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.024]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920528] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.024]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920529] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.024]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920530] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.024]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920531] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.024]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920532] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.024]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920533] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.024]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920534] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.024]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920535] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.024]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920536] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.024]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920537] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.024]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920538] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.024]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920539] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.024]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920540] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.048]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920541] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.052]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920542] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.052]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920543] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.052]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920544] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.052]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920545] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.052]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920546] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.052]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920547] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.052]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920548] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.052]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920549] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.052]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920550] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.052]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920551] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.052]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920552] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.052]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920553] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.052]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920554] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.053]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920555] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.053]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920556] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.053]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920557] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.053]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920558] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.053]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920559] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.053]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920560] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.053]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920561] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.053]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920562] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.053]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920563] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.053]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920564] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.053]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920565] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.053]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920566] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.053]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920567] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.053]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920568] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.053]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920569] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.054]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920570] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.054]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920571] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.054]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920572] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.054]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920573] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.054]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920574] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.054]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920575] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.054]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920576] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.054]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920577] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.054]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920578] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.054]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920579] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.054]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920580] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.054]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920581] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.054]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920582] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.054]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920583] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.054]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920584] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.055]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920585] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.055]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920586] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.055]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920587] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.055]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920588] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.055]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920589] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.055]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920590] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.055]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920591] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.055]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920592] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.055]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920593] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.055]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920594] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.055]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920595] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.055]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920596] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.055]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920597] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.055]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920598] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.055]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920599] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.055]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920600] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.055]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920601] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.055]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920602] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.056]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920603] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.056]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920604] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.056]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920605] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.056]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920606] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.056]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920607] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.056]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920608] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.056]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920609] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.056]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920610] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.056]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920611] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.056]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920612] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.056]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920613] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.056]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920614] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.056]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920615] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.056]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920616] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.056]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920617] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.056]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920618] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.056]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920619] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.057]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920620] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.057]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920621] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.058]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920622] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.058]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920623] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.058]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920624] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.058]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920625] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.058]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920626] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.058]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920627] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.058]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920628] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.058]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920629] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.059]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920630] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.059]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920631] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.059]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920632] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.059]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920633] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.059]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920634] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.059]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920635] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.059]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920636] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.059]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920637] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.059]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920638] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.059]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920639] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.059]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920640] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.059]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920641] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.059]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920642] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.059]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920643] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.059]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920644] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.059]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920645] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.059]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920646] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.060]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920647] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.060]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920648] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.060]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920649] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.060]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920650] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.060]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920651] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.060]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920652] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.060]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920653] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.060]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920654] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.060]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920655] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.060]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920656] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.060]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920657] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.060]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920658] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.060]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920659] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.060]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920660] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.060]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920661] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.060]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920662] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.060]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920663] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.092]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920664] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.094]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920665] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.094]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920666] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.095]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920667] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.095]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920668] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.095]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920669] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.095]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920670] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.095]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920671] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.095]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920672] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.095]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920673] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.095]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920674] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.095]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920675] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.095]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920676] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.095]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920677] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.095]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920678] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
