[Czas: 15:55:19.777]	[Komisja A] [P] Przewodniczący 0 w komisji A: Rozpoczynam pracę.
[Czas: 15:55:21.054]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 897606] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 15:55:22.503]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 897754] |	 Wynik cząstkowy: 83
[Czas: 15:55:22.503]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 897754] |	 Wynik cząstkowy: 87
[Czas: 15:55:22.503]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 897754] |	 Wynik cząstkowy: 60
[Czas: 15:55:22.503]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 897754] |	 Wynik cząstkowy: 52
[Czas: 15:55:22.503]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 897754] |	 Wynik cząstkowy: 54
[Czas: 15:55:22.504]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 897754] |	 ZDAŁ A (-> B) |	 Wynik: 67.20 pkt
[Czas: 15:55:22.504]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 897755] treść nr: 41
[Czas: 15:55:22.504]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 897755] treść nr: 3
[Czas: 15:55:22.504]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 897755] treść nr: 23
[Czas: 15:55:22.505]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 897755] treść nr: 30
[Czas: 15:55:22.505]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 897755] treść nr: 42
[Czas: 15:55:22.505]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 897755] |	 Wynik cząstkowy: 59
[Czas: 15:55:22.505]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 897755] |	 Wynik cząstkowy: 36
[Czas: 15:55:22.505]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 897755] |	 Wynik cząstkowy: 99
[Czas: 15:55:22.505]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 897755] |	 Wynik cząstkowy: 80
[Czas: 15:55:22.505]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 897755] |	 Wynik cząstkowy: 55
[Czas: 15:55:22.508]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 897755] |	 ZDAŁ A (-> B) |	 Wynik: 65.80 pkt
[Czas: 15:55:22.509]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 897756] treść nr: 40
[Czas: 15:55:22.509]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 897756] treść nr: 4
[Czas: 15:55:22.509]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 897756] treść nr: 2
[Czas: 15:55:22.509]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 897756] treść nr: 50
[Czas: 15:55:22.509]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 897756] treść nr: 30
[Czas: 15:55:22.510]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 897756] |	 Wynik cząstkowy: 88
[Czas: 15:55:22.510]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 897756] |	 Wynik cząstkowy: 66
[Czas: 15:55:22.510]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 897756] |	 Wynik cząstkowy: 93
[Czas: 15:55:22.510]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 897756] |	 Wynik cząstkowy: 10
[Czas: 15:55:22.511]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 897756] |	 Wynik cząstkowy: 84
[Czas: 15:55:22.512]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 897756] |	 ZDAŁ A (-> B) |	 Wynik: 68.20 pkt
[Czas: 15:55:22.512]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 897757] treść nr: 23
[Czas: 15:55:22.512]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 897757] treść nr: 29
[Czas: 15:55:22.513]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 897757] treść nr: 12
[Czas: 15:55:22.513]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 897757] treść nr: 17
[Czas: 15:55:22.513]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 897757] treść nr: 46
[Czas: 15:55:22.513]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 897757] |	 Wynik cząstkowy: 99
[Czas: 15:55:22.513]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 897757] |	 Wynik cząstkowy: 15
[Czas: 15:55:22.513]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 897757] |	 Wynik cząstkowy: 67
[Czas: 15:55:22.513]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 897757] |	 Wynik cząstkowy: 50
[Czas: 15:55:22.513]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 897757] |	 Wynik cząstkowy: 71
[Czas: 15:55:22.514]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 897757] |	 ZDAŁ A (-> B) |	 Wynik: 60.40 pkt
[Czas: 15:55:22.514]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 897758] treść nr: 16
[Czas: 15:55:22.514]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 897758] treść nr: 5
[Czas: 15:55:22.514]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 897758] treść nr: 40
[Czas: 15:55:22.515]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 897758] treść nr: 48
[Czas: 15:55:22.515]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 897758] treść nr: 4
[Czas: 15:55:22.515]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 897758] |	 Wynik cząstkowy: 96
[Czas: 15:55:22.515]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 897758] |	 Wynik cząstkowy: 49
[Czas: 15:55:22.515]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 897758] |	 Wynik cząstkowy: 23
[Czas: 15:55:22.515]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 897758] |	 Wynik cząstkowy: 54
[Czas: 15:55:22.515]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 897758] |	 Wynik cząstkowy: 18
[Czas: 15:55:22.516]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 897758] |	 ZDAŁ A (-> B) |	 Wynik: 48.00 pkt
[Czas: 15:55:22.516]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 897759] treść nr: 42
[Czas: 15:55:22.516]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 897759] treść nr: 9
[Czas: 15:55:22.517]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 897759] treść nr: 14
[Czas: 15:55:22.517]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 897759] treść nr: 38
[Czas: 15:55:22.517]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 897759] treść nr: 18
[Czas: 15:55:22.517]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 897759] |	 Wynik cząstkowy: 64
[Czas: 15:55:22.517]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 897759] |	 Wynik cząstkowy: 36
[Czas: 15:55:22.517]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 897759] |	 Wynik cząstkowy: 84
[Czas: 15:55:22.517]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 897759] |	 Wynik cząstkowy: 65
[Czas: 15:55:22.518]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 897759] |	 Wynik cząstkowy: 36
[Czas: 15:55:22.518]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 897759] |	 ZDAŁ A (-> B) |	 Wynik: 57.00 pkt
[Czas: 15:55:22.519]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 897760] treść nr: 6
[Czas: 15:55:22.519]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 897760] treść nr: 42
[Czas: 15:55:22.519]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 897760] treść nr: 50
[Czas: 15:55:22.519]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 897760] treść nr: 36
[Czas: 15:55:22.519]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 897760] treść nr: 39
[Czas: 15:55:22.520]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 897760] |	 Wynik cząstkowy: 45
[Czas: 15:55:22.520]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 897760] |	 Wynik cząstkowy: 28
[Czas: 15:55:22.520]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 897760] |	 Wynik cząstkowy: 13
[Czas: 15:55:22.520]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 897760] |	 Wynik cząstkowy: 66
[Czas: 15:55:22.520]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 897760] |	 Wynik cząstkowy: 15
[Czas: 15:55:22.521]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 897760] |	 ZDAŁ A (-> B) |	 Wynik: 33.40 pkt
[Czas: 15:55:22.521]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 897761] treść nr: 47
[Czas: 15:55:22.521]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 897761] treść nr: 14
[Czas: 15:55:22.522]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 897761] treść nr: 19
[Czas: 15:55:22.522]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 897761] treść nr: 46
[Czas: 15:55:22.522]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 897761] treść nr: 18
[Czas: 15:55:22.523]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 897761] |	 Wynik cząstkowy: 85
[Czas: 15:55:22.523]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 897761] |	 Wynik cząstkowy: 61
[Czas: 15:55:22.523]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 897761] |	 Wynik cząstkowy: 37
[Czas: 15:55:22.523]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 897761] |	 Wynik cząstkowy: 32
[Czas: 15:55:22.523]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 897761] |	 Wynik cząstkowy: 5
[Czas: 15:55:22.524]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 897761] |	 ZDAŁ A (-> B) |	 Wynik: 44.00 pkt
[Czas: 15:55:22.524]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 897762] treść nr: 41
[Czas: 15:55:22.525]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 897762] treść nr: 10
[Czas: 15:55:22.525]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 897762] treść nr: 4
[Czas: 15:55:22.525]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 897762] treść nr: 47
[Czas: 15:55:22.525]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 897762] treść nr: 27
[Czas: 15:55:22.526]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 897762] |	 Wynik cząstkowy: 52
[Czas: 15:55:22.526]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 897762] |	 Wynik cząstkowy: 38
[Czas: 15:55:22.526]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 897762] |	 Wynik cząstkowy: 2
[Czas: 15:55:22.526]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 897762] |	 Wynik cząstkowy: 32
[Czas: 15:55:22.526]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 897762] |	 Wynik cząstkowy: 35
[Czas: 15:55:22.526]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 897762] |	 ZDAŁ A (-> B) |	 Wynik: 31.80 pkt
[Czas: 15:55:22.527]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 897763] treść nr: 24
[Czas: 15:55:22.527]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 897763] treść nr: 15
[Czas: 15:55:22.527]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 897763] treść nr: 3
[Czas: 15:55:22.527]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 897763] treść nr: 10
[Czas: 15:55:22.528]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 897763] treść nr: 5
[Czas: 15:55:22.528]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 897763] |	 Wynik cząstkowy: 69
[Czas: 15:55:22.528]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 897763] |	 Wynik cząstkowy: 30
[Czas: 15:55:22.528]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 897763] |	 Wynik cząstkowy: 49
[Czas: 15:55:22.528]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 897763] |	 Wynik cząstkowy: 11
[Czas: 15:55:22.528]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 897763] |	 Wynik cząstkowy: 55
[Czas: 15:55:22.530]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 897763] |	 ZDAŁ A (-> B) |	 Wynik: 42.80 pkt
[Czas: 15:55:22.530]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 897764] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 15:55:22.530]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 897765] treść nr: 32
[Czas: 15:55:22.610]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 897765] treść nr: 13
[Czas: 15:55:22.610]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 897765] treść nr: 38
[Czas: 15:55:22.610]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 897765] treść nr: 28
[Czas: 15:55:22.611]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 897765] treść nr: 11
[Czas: 15:55:22.611]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 897765] |	 Wynik cząstkowy: 78
[Czas: 15:55:22.611]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 897765] |	 Wynik cząstkowy: 40
[Czas: 15:55:22.611]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 897765] |	 Wynik cząstkowy: 98
[Czas: 15:55:22.611]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 897765] |	 Wynik cząstkowy: 13
[Czas: 15:55:22.611]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 897765] |	 Wynik cząstkowy: 0
[Czas: 15:55:22.612]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 897765] |	 ZDAŁ A (-> B) |	 Wynik: 45.80 pkt
[Czas: 15:55:22.613]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 897766] treść nr: 39
[Czas: 15:55:22.613]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 897766] treść nr: 8
[Czas: 15:55:22.613]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 897766] treść nr: 31
[Czas: 15:55:22.613]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 897766] treść nr: 37
[Czas: 15:55:22.614]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 897766] treść nr: 36
[Czas: 15:55:22.614]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 897766] |	 Wynik cząstkowy: 87
[Czas: 15:55:22.614]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 897766] |	 Wynik cząstkowy: 46
[Czas: 15:55:22.614]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 897766] |	 Wynik cząstkowy: 88
[Czas: 15:55:22.614]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 897766] |	 Wynik cząstkowy: 93
[Czas: 15:55:22.614]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 897766] |	 Wynik cząstkowy: 97
[Czas: 15:55:22.615]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 897766] |	 ZDAŁ A (-> B) |	 Wynik: 82.20 pkt
[Czas: 15:55:22.615]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 897767] treść nr: 28
[Czas: 15:55:22.616]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 897767] treść nr: 22
[Czas: 15:55:22.616]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 897767] treść nr: 11
[Czas: 15:55:22.616]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 897767] treść nr: 37
[Czas: 15:55:22.616]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 897767] treść nr: 26
[Czas: 15:55:22.617]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 897767] |	 Wynik cząstkowy: 78
[Czas: 15:55:22.617]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 897767] |	 Wynik cząstkowy: 13
[Czas: 15:55:22.617]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 897767] |	 Wynik cząstkowy: 89
[Czas: 15:55:22.617]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 897767] |	 Wynik cząstkowy: 38
[Czas: 15:55:22.617]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 897767] |	 Wynik cząstkowy: 87
[Czas: 15:55:22.617]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 897767] |	 ZDAŁ A (-> B) |	 Wynik: 61.00 pkt
[Czas: 15:55:22.618]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 897768] treść nr: 44
[Czas: 15:55:22.618]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 897768] treść nr: 12
[Czas: 15:55:22.620]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 897768] treść nr: 37
[Czas: 15:55:22.620]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 897768] treść nr: 23
[Czas: 15:55:22.620]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 897768] treść nr: 49
[Czas: 15:55:22.620]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 897768] |	 Wynik cząstkowy: 17
