[Czas: 11:54:57.879]	[Komisja A] [P] Przewodniczący 0 w komisji A: Rozpoczynam pracę.
[Czas: 11:55:04.862]	[Komisja A] [PID: 316758] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 316770] [ID: 4] |	 Zadał kandydatowi [PID: 316760] treść nr: 31
[Czas: 11:56:27.037]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316763] [ID: 1] |	 Ocenił kandydata [PID: 317067] | Numer pytania: 3 | Jego odpowiedz: 9 	 Wynik cząstkowy: 53
[Czas: 11:56:27.038]	[Komisja A] [PID: 316758] |	 Kandydat [PID: 317067] |	 OBLAŁ A (Koniec) |	 Wynik: 24.00 pkt
[Czas: 11:56:27.038]	[Komisja A] [PID: 316758] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 316761] [ID: 0] |	 Zadał kandydatowi [PID: 317068] treść nr: 8
[Czas: 11:56:27.038]	[Komisja A] [PID: 316758] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 316770] [ID: 4] |	 Zadał kandydatowi [PID: 317068] treść nr: 39
[Czas: 11:56:27.038]	[Komisja A] [PID: 316758] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 316765] [ID: 2] |	 Zadał kandydatowi [PID: 317068] treść nr: 30
[Czas: 11:56:27.038]	[Komisja A] [PID: 316758] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 316763] [ID: 1] |	 Zadał kandydatowi [PID: 317068] treść nr: 44
[Czas: 11:56:27.039]	[Komisja A] [PID: 316758] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 316767] [ID: 3] |	 Zadał kandydatowi [PID: 317068] treść nr: 45
[Czas: 11:56:27.350]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316765] [ID: 2] |	 Ocenił kandydata [PID: 317068] | Numer pytania: 30 | Jego odpowiedz: 37 	 Wynik cząstkowy: 86
[Czas: 11:56:27.350]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316767] [ID: 3] |	 Ocenił kandydata [PID: 317068] | Numer pytania: 45 | Jego odpowiedz: 46 	 Wynik cząstkowy: 28
[Czas: 11:56:27.350]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316770] [ID: 4] |	 Ocenił kandydata [PID: 317068] | Numer pytania: 39 | Jego odpowiedz: 43 	 Wynik cząstkowy: 100
[Czas: 11:56:27.350]	[Komisja A] [PID: 316758] |	 Egzaminator [P] [TID: 316761] [ID: 0] |	 Ocenił kandydata [PID: 317068] | Numer pytania: 8 | Jego odpowiedz: 17 	 Wynik cząstkowy: 13
[Czas: 11:56:27.350]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316763] [ID: 1] |	 Ocenił kandydata [PID: 317068] | Numer pytania: 44 | Jego odpowiedz: 49 	 Wynik cząstkowy: 6
[Czas: 11:56:27.351]	[Komisja A] [PID: 316758] |	 Kandydat [PID: 317068] |	 ZDAŁ A (-> B) |	 Wynik: 46.60 pkt
[Czas: 11:56:27.351]	[Komisja A] [PID: 316758] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 316761] [ID: 0] |	 Zadał kandydatowi [PID: 317069] treść nr: 7
[Czas: 11:56:27.351]	[Komisja A] [PID: 316758] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 316770] [ID: 4] |	 Zadał kandydatowi [PID: 317069] treść nr: 44
[Czas: 11:56:27.351]	[Komisja A] [PID: 316758] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 316765] [ID: 2] |	 Zadał kandydatowi [PID: 317069] treść nr: 25
[Czas: 11:56:27.352]	[Komisja A] [PID: 316758] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 316767] [ID: 3] |	 Zadał kandydatowi [PID: 317069] treść nr: 45
[Czas: 11:56:27.352]	[Komisja A] [PID: 316758] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 316763] [ID: 1] |	 Zadał kandydatowi [PID: 317069] treść nr: 26
[Czas: 11:56:27.653]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316770] [ID: 4] |	 Ocenił kandydata [PID: 317069] | Numer pytania: 44 | Jego odpowiedz: 53 	 Wynik cząstkowy: 22
[Czas: 11:56:27.653]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316765] [ID: 2] |	 Ocenił kandydata [PID: 317069] | Numer pytania: 25 | Jego odpowiedz: 31 	 Wynik cząstkowy: 92
[Czas: 11:56:27.653]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316767] [ID: 3] |	 Ocenił kandydata [PID: 317069] | Numer pytania: 45 | Jego odpowiedz: 53 	 Wynik cząstkowy: 55
[Czas: 11:56:27.653]	[Komisja A] [PID: 316758] |	 Egzaminator [P] [TID: 316761] [ID: 0] |	 Ocenił kandydata [PID: 317069] | Numer pytania: 7 | Jego odpowiedz: 8 	 Wynik cząstkowy: 62
[Czas: 11:56:27.653]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316763] [ID: 1] |	 Ocenił kandydata [PID: 317069] | Numer pytania: 26 | Jego odpowiedz: 28 	 Wynik cząstkowy: 53
[Czas: 11:56:27.654]	[Komisja A] [PID: 316758] |	 Kandydat [PID: 317069] |	 ZDAŁ A (-> B) |	 Wynik: 56.80 pkt
[Czas: 11:56:27.655]	[Komisja A] [PID: 316758] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 316761] [ID: 0] |	 Zadał kandydatowi [PID: 317070] treść nr: 45
[Czas: 11:56:27.655]	[Komisja A] [PID: 316758] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 316770] [ID: 4] |	 Zadał kandydatowi [PID: 317070] treść nr: 1
[Czas: 11:56:27.655]	[Komisja A] [PID: 316758] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 316767] [ID: 3] |	 Zadał kandydatowi [PID: 317070] treść nr: 37
[Czas: 11:56:27.655]	[Komisja A] [PID: 316758] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 316763] [ID: 1] |	 Zadał kandydatowi [PID: 317070] treść nr: 40
[Czas: 11:56:27.656]	[Komisja A] [PID: 316758] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 316765] [ID: 2] |	 Zadał kandydatowi [PID: 317070] treść nr: 15
[Czas: 11:56:27.957]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316763] [ID: 1] |	 Ocenił kandydata [PID: 317070] | Numer pytania: 40 | Jego odpowiedz: 49 	 Wynik cząstkowy: 55
[Czas: 11:56:27.957]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316770] [ID: 4] |	 Ocenił kandydata [PID: 317070] | Numer pytania: 1 | Jego odpowiedz: 3 	 Wynik cząstkowy: 63
[Czas: 11:56:27.957]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316765] [ID: 2] |	 Ocenił kandydata [PID: 317070] | Numer pytania: 15 | Jego odpowiedz: 19 	 Wynik cząstkowy: 15
[Czas: 11:56:27.957]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316767] [ID: 3] |	 Ocenił kandydata [PID: 317070] | Numer pytania: 37 | Jego odpowiedz: 42 	 Wynik cząstkowy: 93
[Czas: 11:56:27.957]	[Komisja A] [PID: 316758] |	 Egzaminator [P] [TID: 316761] [ID: 0] |	 Ocenił kandydata [PID: 317070] | Numer pytania: 45 | Jego odpowiedz: 49 	 Wynik cząstkowy: 7
[Czas: 11:56:27.958]	[Komisja A] [PID: 316758] |	 Kandydat [PID: 317070] |	 ZDAŁ A (-> B) |	 Wynik: 46.60 pkt
[Czas: 11:56:27.959]	[Komisja A] [PID: 316758] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 316761] [ID: 0] |	 Zadał kandydatowi [PID: 317071] treść nr: 38
[Czas: 11:56:27.959]	[Komisja A] [PID: 316758] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 316767] [ID: 3] |	 Zadał kandydatowi [PID: 317071] treść nr: 29
[Czas: 11:56:27.959]	[Komisja A] [PID: 316758] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 316765] [ID: 2] |	 Zadał kandydatowi [PID: 317071] treść nr: 11
[Czas: 11:56:27.959]	[Komisja A] [PID: 316758] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 316763] [ID: 1] |	 Zadał kandydatowi [PID: 317071] treść nr: 17
[Czas: 11:56:27.960]	[Komisja A] [PID: 316758] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 316770] [ID: 4] |	 Zadał kandydatowi [PID: 317071] treść nr: 22
[Czas: 11:56:28.262]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316770] [ID: 4] |	 Ocenił kandydata [PID: 317071] | Numer pytania: 22 | Jego odpowiedz: 26 	 Wynik cząstkowy: 23
[Czas: 11:56:28.262]	[Komisja A] [PID: 316758] |	 Egzaminator [P] [TID: 316761] [ID: 0] |	 Ocenił kandydata [PID: 317071] | Numer pytania: 38 | Jego odpowiedz: 44 	 Wynik cząstkowy: 33
[Czas: 11:56:28.262]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316767] [ID: 3] |	 Ocenił kandydata [PID: 317071] | Numer pytania: 29 | Jego odpowiedz: 31 	 Wynik cząstkowy: 44
[Czas: 11:56:28.262]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316765] [ID: 2] |	 Ocenił kandydata [PID: 317071] | Numer pytania: 11 | Jego odpowiedz: 21 	 Wynik cząstkowy: 35
[Czas: 11:56:28.262]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316763] [ID: 1] |	 Ocenił kandydata [PID: 317071] | Numer pytania: 17 | Jego odpowiedz: 21 	 Wynik cząstkowy: 7
[Czas: 11:56:28.263]	[Komisja A] [PID: 316758] |	 Kandydat [PID: 317071] |	 OBLAŁ A (Koniec) |	 Wynik: 28.40 pkt
[Czas: 11:56:28.263]	[Komisja A] [PID: 316758] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 316765] [ID: 2] |	 Zadał kandydatowi [PID: 317072] treść nr: 31
[Czas: 11:56:28.263]	[Komisja A] [PID: 316758] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 316761] [ID: 0] |	 Zadał kandydatowi [PID: 317072] treść nr: 8
[Czas: 11:56:28.263]	[Komisja A] [PID: 316758] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 316763] [ID: 1] |	 Zadał kandydatowi [PID: 317072] treść nr: 29
[Czas: 11:56:28.264]	[Komisja A] [PID: 316758] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 316767] [ID: 3] |	 Zadał kandydatowi [PID: 317072] treść nr: 7
[Czas: 11:56:28.264]	[Komisja A] [PID: 316758] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 316770] [ID: 4] |	 Zadał kandydatowi [PID: 317072] treść nr: 2
[Czas: 11:56:28.566]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316767] [ID: 3] |	 Ocenił kandydata [PID: 317072] | Numer pytania: 7 | Jego odpowiedz: 8 	 Wynik cząstkowy: 48
[Czas: 11:56:28.565]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316765] [ID: 2] |	 Ocenił kandydata [PID: 317072] | Numer pytania: 31 | Jego odpowiedz: 33 	 Wynik cząstkowy: 87
[Czas: 11:56:28.566]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316763] [ID: 1] |	 Ocenił kandydata [PID: 317072] | Numer pytania: 29 | Jego odpowiedz: 36 	 Wynik cząstkowy: 10
[Czas: 11:56:28.566]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316770] [ID: 4] |	 Ocenił kandydata [PID: 317072] | Numer pytania: 2 | Jego odpowiedz: 4 	 Wynik cząstkowy: 1
[Czas: 11:56:28.566]	[Komisja A] [PID: 316758] |	 Egzaminator [P] [TID: 316761] [ID: 0] |	 Ocenił kandydata [PID: 317072] | Numer pytania: 8 | Jego odpowiedz: 18 	 Wynik cząstkowy: 69
[Czas: 11:56:28.566]	[Komisja A] [PID: 316758] |	 Kandydat [PID: 317072] |	 ZDAŁ A (-> B) |	 Wynik: 43.00 pkt
[Czas: 11:56:28.567]	[Komisja A] [PID: 316758] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 316770] [ID: 4] |	 Zadał kandydatowi [PID: 317073] treść nr: 39
[Czas: 11:56:28.567]	[Komisja A] [PID: 316758] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 316761] [ID: 0] |	 Zadał kandydatowi [PID: 317073] treść nr: 13
[Czas: 11:56:28.568]	[Komisja A] [PID: 316758] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 316763] [ID: 1] |	 Zadał kandydatowi [PID: 317073] treść nr: 42
[Czas: 11:56:28.568]	[Komisja A] [PID: 316758] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 316765] [ID: 2] |	 Zadał kandydatowi [PID: 317073] treść nr: 28
[Czas: 11:56:28.568]	[Komisja A] [PID: 316758] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 316767] [ID: 3] |	 Zadał kandydatowi [PID: 317073] treść nr: 2
[Czas: 11:56:28.870]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316770] [ID: 4] |	 Ocenił kandydata [PID: 317073] | Numer pytania: 39 | Jego odpowiedz: 45 	 Wynik cząstkowy: 28
[Czas: 11:56:28.870]	[Komisja A] [PID: 316758] |	 Egzaminator [P] [TID: 316761] [ID: 0] |	 Ocenił kandydata [PID: 317073] | Numer pytania: 13 | Jego odpowiedz: 16 	 Wynik cząstkowy: 43
[Czas: 11:56:28.870]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316767] [ID: 3] |	 Ocenił kandydata [PID: 317073] | Numer pytania: 2 | Jego odpowiedz: 4 	 Wynik cząstkowy: 77
[Czas: 11:56:28.870]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316765] [ID: 2] |	 Ocenił kandydata [PID: 317073] | Numer pytania: 28 | Jego odpowiedz: 30 	 Wynik cząstkowy: 23
[Czas: 11:56:28.870]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316763] [ID: 1] |	 Ocenił kandydata [PID: 317073] | Numer pytania: 42 | Jego odpowiedz: 50 	 Wynik cząstkowy: 5
[Czas: 11:56:28.871]	[Komisja A] [PID: 316758] |	 Kandydat [PID: 317073] |	 ZDAŁ A (-> B) |	 Wynik: 35.20 pkt
[Czas: 11:56:28.871]	[Komisja A] [PID: 316758] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 316761] [ID: 0] |	 Zadał kandydatowi [PID: 317074] treść nr: 32
[Czas: 11:56:28.871]	[Komisja A] [PID: 316758] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 316767] [ID: 3] |	 Zadał kandydatowi [PID: 317074] treść nr: 38
[Czas: 11:56:28.871]	[Komisja A] [PID: 316758] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 316765] [ID: 2] |	 Zadał kandydatowi [PID: 317074] treść nr: 9
[Czas: 11:56:28.871]	[Komisja A] [PID: 316758] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 316763] [ID: 1] |	 Zadał kandydatowi [PID: 317074] treść nr: 42
[Czas: 11:56:28.872]	[Komisja A] [PID: 316758] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 316770] [ID: 4] |	 Zadał kandydatowi [PID: 317074] treść nr: 7
[Czas: 11:56:29.179]	[Komisja A] [PID: 316758] |	 Egzaminator [P] [TID: 316761] [ID: 0] |	 Ocenił kandydata [PID: 317074] | Numer pytania: 32 | Jego odpowiedz: 40 	 Wynik cząstkowy: 88
[Czas: 11:56:29.179]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316770] [ID: 4] |	 Ocenił kandydata [PID: 317074] | Numer pytania: 7 | Jego odpowiedz: 16 	 Wynik cząstkowy: 86
[Czas: 11:56:29.179]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316767] [ID: 3] |	 Ocenił kandydata [PID: 317074] | Numer pytania: 38 | Jego odpowiedz: 39 	 Wynik cząstkowy: 38
[Czas: 11:56:29.179]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316765] [ID: 2] |	 Ocenił kandydata [PID: 317074] | Numer pytania: 9 | Jego odpowiedz: 12 	 Wynik cząstkowy: 87
[Czas: 11:56:29.179]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316763] [ID: 1] |	 Ocenił kandydata [PID: 317074] | Numer pytania: 42 | Jego odpowiedz: 43 	 Wynik cząstkowy: 8
[Czas: 11:56:29.179]	[Komisja A] [PID: 316758] |	 Kandydat [PID: 317074] |	 ZDAŁ A (-> B) |	 Wynik: 61.40 pkt
[Czas: 11:56:29.180]	[Komisja A] [PID: 316758] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 316765] [ID: 2] |	 Zadał kandydatowi [PID: 317075] treść nr: 6
[Czas: 11:56:29.180]	[Komisja A] [PID: 316758] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 316770] [ID: 4] |	 Zadał kandydatowi [PID: 317075] treść nr: 2
[Czas: 11:56:29.180]	[Komisja A] [PID: 316758] |	 Pytanie nr: 3 |	 Egzaminator [P] [TID: 316761] [ID: 0] |	 Zadał kandydatowi [PID: 317075] treść nr: 7
[Czas: 11:56:29.180]	[Komisja A] [PID: 316758] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 316763] [ID: 1] |	 Zadał kandydatowi [PID: 317075] treść nr: 34
[Czas: 11:56:29.180]	[Komisja A] [PID: 316758] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 316767] [ID: 3] |	 Zadał kandydatowi [PID: 317075] treść nr: 9
[Czas: 11:56:29.492]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316765] [ID: 2] |	 Ocenił kandydata [PID: 317075] | Numer pytania: 6 | Jego odpowiedz: 10 	 Wynik cząstkowy: 74
[Czas: 11:56:29.492]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316767] [ID: 3] |	 Ocenił kandydata [PID: 317075] | Numer pytania: 9 | Jego odpowiedz: 13 	 Wynik cząstkowy: 8
[Czas: 11:56:29.492]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316763] [ID: 1] |	 Ocenił kandydata [PID: 317075] | Numer pytania: 34 | Jego odpowiedz: 44 	 Wynik cząstkowy: 35
[Czas: 11:56:29.492]	[Komisja A] [PID: 316758] |	 Egzaminator [P] [TID: 316761] [ID: 0] |	 Ocenił kandydata [PID: 317075] | Numer pytania: 7 | Jego odpowiedz: 11 	 Wynik cząstkowy: 20
[Czas: 11:56:29.492]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316770] [ID: 4] |	 Ocenił kandydata [PID: 317075] | Numer pytania: 2 | Jego odpowiedz: 12 	 Wynik cząstkowy: 2
[Czas: 11:56:29.493]	[Komisja A] [PID: 316758] |	 Kandydat [PID: 317075] |	 OBLAŁ A (Koniec) |	 Wynik: 27.80 pkt
[Czas: 11:56:29.494]	[Komisja A] [PID: 316758] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 316761] [ID: 0] |	 Zadał kandydatowi [PID: 317076] treść nr: 33
[Czas: 11:56:29.494]	[Komisja A] [PID: 316758] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 316770] [ID: 4] |	 Zadał kandydatowi [PID: 317076] treść nr: 7
[Czas: 11:56:29.494]	[Komisja A] [PID: 316758] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 316765] [ID: 2] |	 Zadał kandydatowi [PID: 317076] treść nr: 19
[Czas: 11:56:29.494]	[Komisja A] [PID: 316758] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 316763] [ID: 1] |	 Zadał kandydatowi [PID: 317076] treść nr: 24
[Czas: 11:56:29.495]	[Komisja A] [PID: 316758] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 316767] [ID: 3] |	 Zadał kandydatowi [PID: 317076] treść nr: 34
[Czas: 11:56:29.796]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316770] [ID: 4] |	 Ocenił kandydata [PID: 317076] | Numer pytania: 7 | Jego odpowiedz: 9 	 Wynik cząstkowy: 47
[Czas: 11:56:29.796]	[Komisja A] [PID: 316758] |	 Egzaminator [P] [TID: 316761] [ID: 0] |	 Ocenił kandydata [PID: 317076] | Numer pytania: 33 | Jego odpowiedz: 38 	 Wynik cząstkowy: 24
[Czas: 11:56:29.796]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316767] [ID: 3] |	 Ocenił kandydata [PID: 317076] | Numer pytania: 34 | Jego odpowiedz: 39 	 Wynik cząstkowy: 16
[Czas: 11:56:29.796]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316763] [ID: 1] |	 Ocenił kandydata [PID: 317076] | Numer pytania: 24 | Jego odpowiedz: 28 	 Wynik cząstkowy: 25
[Czas: 11:56:29.796]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316765] [ID: 2] |	 Ocenił kandydata [PID: 317076] | Numer pytania: 19 | Jego odpowiedz: 21 	 Wynik cząstkowy: 37
[Czas: 11:56:29.797]	[Komisja A] [PID: 316758] |	 Kandydat [PID: 317076] |	 OBLAŁ A (Koniec) |	 Wynik: 29.80 pkt
[Czas: 11:56:29.797]	[Komisja A] [PID: 316758] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 316763] [ID: 1] |	 Zadał kandydatowi [PID: 317077] treść nr: 24
[Czas: 11:56:29.797]	[Komisja A] [PID: 316758] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 316761] [ID: 0] |	 Zadał kandydatowi [PID: 317077] treść nr: 15
[Czas: 11:56:29.797]	[Komisja A] [PID: 316758] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 316770] [ID: 4] |	 Zadał kandydatowi [PID: 317077] treść nr: 22
[Czas: 11:56:29.798]	[Komisja A] [PID: 316758] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 316767] [ID: 3] |	 Zadał kandydatowi [PID: 317077] treść nr: 32
[Czas: 11:56:29.798]	[Komisja A] [PID: 316758] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 316765] [ID: 2] |	 Zadał kandydatowi [PID: 317077] treść nr: 8
[Czas: 11:56:30.099]	[Komisja A] [PID: 316758] |	 Egzaminator [P] [TID: 316761] [ID: 0] |	 Ocenił kandydata [PID: 317077] | Numer pytania: 15 | Jego odpowiedz: 17 	 Wynik cząstkowy: 0
[Czas: 11:56:30.099]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316763] [ID: 1] |	 Ocenił kandydata [PID: 317077] | Numer pytania: 24 | Jego odpowiedz: 32 	 Wynik cząstkowy: 97
[Czas: 11:56:30.100]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316767] [ID: 3] |	 Ocenił kandydata [PID: 317077] | Numer pytania: 32 | Jego odpowiedz: 33 	 Wynik cząstkowy: 20
[Czas: 11:56:30.099]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316770] [ID: 4] |	 Ocenił kandydata [PID: 317077] | Numer pytania: 22 | Jego odpowiedz: 31 	 Wynik cząstkowy: 67
[Czas: 11:56:30.099]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316765] [ID: 2] |	 Ocenił kandydata [PID: 317077] | Numer pytania: 8 | Jego odpowiedz: 9 	 Wynik cząstkowy: 75
[Czas: 11:56:30.100]	[Komisja A] [PID: 316758] |	 Kandydat [PID: 317077] |	 ZDAŁ A (-> B) |	 Wynik: 51.80 pkt
[Czas: 11:56:30.101]	[Komisja A] [PID: 316758] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 316767] [ID: 3] |	 Zadał kandydatowi [PID: 317078] treść nr: 4
[Czas: 11:56:30.101]	[Komisja A] [PID: 316758] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 316770] [ID: 4] |	 Zadał kandydatowi [PID: 317078] treść nr: 5
[Czas: 11:56:30.101]	[Komisja A] [PID: 316758] |	 Pytanie nr: 3 |	 Egzaminator [P] [TID: 316761] [ID: 0] |	 Zadał kandydatowi [PID: 317078] treść nr: 36
[Czas: 11:56:30.101]	[Komisja A] [PID: 316758] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 316763] [ID: 1] |	 Zadał kandydatowi [PID: 317078] treść nr: 11
[Czas: 11:56:30.101]	[Komisja A] [PID: 316758] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 316765] [ID: 2] |	 Zadał kandydatowi [PID: 317078] treść nr: 40
[Czas: 11:56:30.403]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316765] [ID: 2] |	 Ocenił kandydata [PID: 317078] | Numer pytania: 40 | Jego odpowiedz: 45 	 Wynik cząstkowy: 51
[Czas: 11:56:30.403]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316770] [ID: 4] |	 Ocenił kandydata [PID: 317078] | Numer pytania: 5 | Jego odpowiedz: 14 	 Wynik cząstkowy: 47
[Czas: 11:56:30.403]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316767] [ID: 3] |	 Ocenił kandydata [PID: 317078] | Numer pytania: 4 | Jego odpowiedz: 5 	 Wynik cząstkowy: 49
[Czas: 11:56:30.403]	[Komisja A] [PID: 316758] |	 Egzaminator [P] [TID: 316761] [ID: 0] |	 Ocenił kandydata [PID: 317078] | Numer pytania: 36 | Jego odpowiedz: 38 	 Wynik cząstkowy: 67
[Czas: 11:56:30.403]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316763] [ID: 1] |	 Ocenił kandydata [PID: 317078] | Numer pytania: 11 | Jego odpowiedz: 14 	 Wynik cząstkowy: 55
[Czas: 11:56:30.404]	[Komisja A] [PID: 316758] |	 Kandydat [PID: 317078] |	 ZDAŁ A (-> B) |	 Wynik: 53.80 pkt
[Czas: 11:56:30.405]	[Komisja A] [PID: 316758] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 316761] [ID: 0] |	 Zadał kandydatowi [PID: 317079] treść nr: 37
[Czas: 11:56:30.405]	[Komisja A] [PID: 316758] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 316767] [ID: 3] |	 Zadał kandydatowi [PID: 317079] treść nr: 19
[Czas: 11:56:30.405]	[Komisja A] [PID: 316758] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 316763] [ID: 1] |	 Zadał kandydatowi [PID: 317079] treść nr: 45
[Czas: 11:56:30.405]	[Komisja A] [PID: 316758] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 316770] [ID: 4] |	 Zadał kandydatowi [PID: 317079] treść nr: 7
[Czas: 11:56:30.405]	[Komisja A] [PID: 316758] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 316765] [ID: 2] |	 Zadał kandydatowi [PID: 317079] treść nr: 31
[Czas: 11:56:30.720]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316770] [ID: 4] |	 Ocenił kandydata [PID: 317079] | Numer pytania: 7 | Jego odpowiedz: 15 	 Wynik cząstkowy: 82
[Czas: 11:56:30.719]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316767] [ID: 3] |	 Ocenił kandydata [PID: 317079] | Numer pytania: 19 | Jego odpowiedz: 26 	 Wynik cząstkowy: 45
