[Czas: 17:14:23.491]	[Komisja A] [P] Przewodniczący 0 w komisji A: Rozpoczynam pracę.
[Czas: 17:14:24.728]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Zadał kandydatowi [PID: 1022709] treść nr: 45
[Czas: 17:14:25.758]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Zadał kandydatowi [PID: 1023139] treść nr: 22
[Czas: 17:14:25.758]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Zadał kandydatowi [PID: 1023139] treść nr: 38
[Czas: 17:14:25.758]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Zadał kandydatowi [PID: 1023139] treść nr: 14
[Czas: 17:14:25.758]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Zadał kandydatowi [PID: 1023139] treść nr: 49
[Czas: 17:14:25.758]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Zadał kandydatowi [PID: 1023139] treść nr: 33
[Czas: 17:14:25.759]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Ocenił kandydata [PID: 1023139] |	 Wynik cząstkowy: 20
[Czas: 17:14:25.759]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Ocenił kandydata [PID: 1023139] |	 Wynik cząstkowy: 78
[Czas: 17:14:25.759]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Ocenił kandydata [PID: 1023139] |	 Wynik cząstkowy: 97
[Czas: 17:14:25.759]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Ocenił kandydata [PID: 1023139] |	 Wynik cząstkowy: 96
[Czas: 17:14:25.759]	[Komisja A] [PID: 1022707] |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Ocenił kandydata [PID: 1023139] |	 Wynik cząstkowy: 22
[Czas: 17:14:25.759]	[Komisja A] [PID: 1022707] |	 Kandydat [PID: 1023139] |	 ZDAŁ A (-> B) |	 Wynik: 62.60 pkt
[Czas: 17:14:25.759]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Zadał kandydatowi [PID: 1023140] treść nr: 45
[Czas: 17:14:25.759]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Zadał kandydatowi [PID: 1023140] treść nr: 44
[Czas: 17:14:25.760]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Zadał kandydatowi [PID: 1023140] treść nr: 36
[Czas: 17:14:25.760]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Zadał kandydatowi [PID: 1023140] treść nr: 43
[Czas: 17:14:25.760]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Zadał kandydatowi [PID: 1023140] treść nr: 11
[Czas: 17:14:25.760]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Ocenił kandydata [PID: 1023140] |	 Wynik cząstkowy: 32
[Czas: 17:14:25.760]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Ocenił kandydata [PID: 1023140] |	 Wynik cząstkowy: 68
[Czas: 17:14:25.760]	[Komisja A] [PID: 1022707] |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Ocenił kandydata [PID: 1023140] |	 Wynik cząstkowy: 86
[Czas: 17:14:25.760]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Ocenił kandydata [PID: 1023140] |	 Wynik cząstkowy: 68
[Czas: 17:14:25.760]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Ocenił kandydata [PID: 1023140] |	 Wynik cząstkowy: 45
[Czas: 17:14:25.760]	[Komisja A] [PID: 1022707] |	 Kandydat [PID: 1023140] |	 ZDAŁ A (-> B) |	 Wynik: 59.80 pkt
[Czas: 17:14:25.761]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Zadał kandydatowi [PID: 1023141] treść nr: 16
[Czas: 17:14:25.761]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Zadał kandydatowi [PID: 1023141] treść nr: 3
[Czas: 17:14:25.761]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Zadał kandydatowi [PID: 1023141] treść nr: 36
[Czas: 17:14:25.761]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Zadał kandydatowi [PID: 1023141] treść nr: 31
[Czas: 17:14:25.761]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Zadał kandydatowi [PID: 1023141] treść nr: 26
[Czas: 17:14:25.761]	[Komisja A] [PID: 1022707] |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Ocenił kandydata [PID: 1023141] |	 Wynik cząstkowy: 95
[Czas: 17:14:25.761]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Ocenił kandydata [PID: 1023141] |	 Wynik cząstkowy: 66
[Czas: 17:14:25.761]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Ocenił kandydata [PID: 1023141] |	 Wynik cząstkowy: 60
[Czas: 17:14:25.761]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Ocenił kandydata [PID: 1023141] |	 Wynik cząstkowy: 29
[Czas: 17:14:25.761]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Ocenił kandydata [PID: 1023141] |	 Wynik cząstkowy: 52
[Czas: 17:14:25.761]	[Komisja A] [PID: 1022707] |	 Kandydat [PID: 1023141] |	 ZDAŁ A (-> B) |	 Wynik: 60.40 pkt
[Czas: 17:14:25.762]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Zadał kandydatowi [PID: 1023142] treść nr: 15
[Czas: 17:14:25.762]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Zadał kandydatowi [PID: 1023142] treść nr: 24
[Czas: 17:14:25.762]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Zadał kandydatowi [PID: 1023142] treść nr: 30
[Czas: 17:14:25.762]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Zadał kandydatowi [PID: 1023142] treść nr: 16
[Czas: 17:14:25.762]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Zadał kandydatowi [PID: 1023142] treść nr: 6
[Czas: 17:14:25.762]	[Komisja A] [PID: 1022707] |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Ocenił kandydata [PID: 1023142] |	 Wynik cząstkowy: 38
[Czas: 17:14:25.762]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Ocenił kandydata [PID: 1023142] |	 Wynik cząstkowy: 68
[Czas: 17:14:25.762]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Ocenił kandydata [PID: 1023142] |	 Wynik cząstkowy: 42
[Czas: 17:14:25.762]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Ocenił kandydata [PID: 1023142] |	 Wynik cząstkowy: 58
[Czas: 17:14:25.762]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Ocenił kandydata [PID: 1023142] |	 Wynik cząstkowy: 81
[Czas: 17:14:25.763]	[Komisja A] [PID: 1022707] |	 Kandydat [PID: 1023142] |	 ZDAŁ A (-> B) |	 Wynik: 57.40 pkt
[Czas: 17:14:25.763]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Zadał kandydatowi [PID: 1023143] treść nr: 30
[Czas: 17:14:25.763]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Zadał kandydatowi [PID: 1023143] treść nr: 9
[Czas: 17:14:25.763]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Zadał kandydatowi [PID: 1023143] treść nr: 45
[Czas: 17:14:25.763]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Zadał kandydatowi [PID: 1023143] treść nr: 24
[Czas: 17:14:25.763]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Zadał kandydatowi [PID: 1023143] treść nr: 21
[Czas: 17:14:25.763]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Ocenił kandydata [PID: 1023143] |	 Wynik cząstkowy: 24
[Czas: 17:14:25.763]	[Komisja A] [PID: 1022707] |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Ocenił kandydata [PID: 1023143] |	 Wynik cząstkowy: 47
[Czas: 17:14:25.763]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Ocenił kandydata [PID: 1023143] |	 Wynik cząstkowy: 39
[Czas: 17:14:25.763]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Ocenił kandydata [PID: 1023143] |	 Wynik cząstkowy: 58
[Czas: 17:14:25.763]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Ocenił kandydata [PID: 1023143] |	 Wynik cząstkowy: 13
[Czas: 17:14:25.764]	[Komisja A] [PID: 1022707] |	 Kandydat [PID: 1023143] |	 ZDAŁ A (-> B) |	 Wynik: 36.20 pkt
[Czas: 17:14:25.764]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Zadał kandydatowi [PID: 1023144] treść nr: 24
[Czas: 17:14:25.764]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Zadał kandydatowi [PID: 1023144] treść nr: 27
[Czas: 17:14:25.764]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Zadał kandydatowi [PID: 1023144] treść nr: 50
[Czas: 17:14:25.764]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Zadał kandydatowi [PID: 1023144] treść nr: 6
[Czas: 17:14:25.764]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Zadał kandydatowi [PID: 1023144] treść nr: 5
[Czas: 17:14:25.765]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Ocenił kandydata [PID: 1023144] |	 Wynik cząstkowy: 4
[Czas: 17:14:25.765]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Ocenił kandydata [PID: 1023144] |	 Wynik cząstkowy: 90
[Czas: 17:14:25.765]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Ocenił kandydata [PID: 1023144] |	 Wynik cząstkowy: 5
[Czas: 17:14:25.765]	[Komisja A] [PID: 1022707] |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Ocenił kandydata [PID: 1023144] |	 Wynik cząstkowy: 51
[Czas: 17:14:25.765]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Ocenił kandydata [PID: 1023144] |	 Wynik cząstkowy: 57
[Czas: 17:14:25.765]	[Komisja A] [PID: 1022707] |	 Kandydat [PID: 1023144] |	 ZDAŁ A (-> B) |	 Wynik: 41.40 pkt
[Czas: 17:14:25.765]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Zadał kandydatowi [PID: 1023145] treść nr: 2
[Czas: 17:14:25.765]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Zadał kandydatowi [PID: 1023145] treść nr: 48
[Czas: 17:14:25.765]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Zadał kandydatowi [PID: 1023145] treść nr: 38
[Czas: 17:14:25.765]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Zadał kandydatowi [PID: 1023145] treść nr: 33
[Czas: 17:14:25.765]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Zadał kandydatowi [PID: 1023145] treść nr: 15
[Czas: 17:14:25.766]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Ocenił kandydata [PID: 1023145] |	 Wynik cząstkowy: 86
[Czas: 17:14:25.766]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Ocenił kandydata [PID: 1023145] |	 Wynik cząstkowy: 17
[Czas: 17:14:25.766]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Ocenił kandydata [PID: 1023145] |	 Wynik cząstkowy: 54
[Czas: 17:14:25.766]	[Komisja A] [PID: 1022707] |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Ocenił kandydata [PID: 1023145] |	 Wynik cząstkowy: 39
[Czas: 17:14:25.766]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Ocenił kandydata [PID: 1023145] |	 Wynik cząstkowy: 79
[Czas: 17:14:25.766]	[Komisja A] [PID: 1022707] |	 Kandydat [PID: 1023145] |	 ZDAŁ A (-> B) |	 Wynik: 55.00 pkt
[Czas: 17:14:25.766]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Zadał kandydatowi [PID: 1023146] treść nr: 41
[Czas: 17:14:25.766]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Zadał kandydatowi [PID: 1023146] treść nr: 12
[Czas: 17:14:25.766]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Zadał kandydatowi [PID: 1023146] treść nr: 39
[Czas: 17:14:25.767]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Zadał kandydatowi [PID: 1023146] treść nr: 37
[Czas: 17:14:25.767]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Zadał kandydatowi [PID: 1023146] treść nr: 38
[Czas: 17:14:25.767]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Ocenił kandydata [PID: 1023146] |	 Wynik cząstkowy: 94
[Czas: 17:14:25.767]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Ocenił kandydata [PID: 1023146] |	 Wynik cząstkowy: 8
[Czas: 17:14:25.767]	[Komisja A] [PID: 1022707] |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Ocenił kandydata [PID: 1023146] |	 Wynik cząstkowy: 89
[Czas: 17:14:25.767]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Ocenił kandydata [PID: 1023146] |	 Wynik cząstkowy: 6
[Czas: 17:14:25.767]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Ocenił kandydata [PID: 1023146] |	 Wynik cząstkowy: 33
[Czas: 17:14:25.767]	[Komisja A] [PID: 1022707] |	 Kandydat [PID: 1023146] |	 ZDAŁ A (-> B) |	 Wynik: 46.00 pkt
[Czas: 17:14:25.768]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Zadał kandydatowi [PID: 1023147] treść nr: 47
[Czas: 17:14:25.768]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Zadał kandydatowi [PID: 1023147] treść nr: 44
[Czas: 17:14:25.768]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Zadał kandydatowi [PID: 1023147] treść nr: 34
[Czas: 17:14:25.768]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Zadał kandydatowi [PID: 1023147] treść nr: 46
[Czas: 17:14:25.768]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Zadał kandydatowi [PID: 1023147] treść nr: 49
[Czas: 17:14:25.768]	[Komisja A] [PID: 1022707] |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Ocenił kandydata [PID: 1023147] |	 Wynik cząstkowy: 93
[Czas: 17:14:25.768]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Ocenił kandydata [PID: 1023147] |	 Wynik cząstkowy: 26
[Czas: 17:14:25.768]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Ocenił kandydata [PID: 1023147] |	 Wynik cząstkowy: 9
[Czas: 17:14:25.768]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Ocenił kandydata [PID: 1023147] |	 Wynik cząstkowy: 59
[Czas: 17:14:25.768]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Ocenił kandydata [PID: 1023147] |	 Wynik cząstkowy: 22
[Czas: 17:14:25.768]	[Komisja A] [PID: 1022707] |	 Kandydat [PID: 1023147] |	 ZDAŁ A (-> B) |	 Wynik: 41.80 pkt
[Czas: 17:14:25.769]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Zadał kandydatowi [PID: 1023148] treść nr: 41
[Czas: 17:14:25.769]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Zadał kandydatowi [PID: 1023148] treść nr: 28
[Czas: 17:14:25.769]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Zadał kandydatowi [PID: 1023148] treść nr: 16
[Czas: 17:14:25.769]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Zadał kandydatowi [PID: 1023148] treść nr: 10
[Czas: 17:14:25.769]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Zadał kandydatowi [PID: 1023148] treść nr: 32
[Czas: 17:14:25.769]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Ocenił kandydata [PID: 1023148] |	 Wynik cząstkowy: 7
[Czas: 17:14:25.769]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Ocenił kandydata [PID: 1023148] |	 Wynik cząstkowy: 23
[Czas: 17:14:25.769]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Ocenił kandydata [PID: 1023148] |	 Wynik cząstkowy: 27
[Czas: 17:14:25.769]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Ocenił kandydata [PID: 1023148] |	 Wynik cząstkowy: 6
[Czas: 17:14:25.769]	[Komisja A] [PID: 1022707] |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Ocenił kandydata [PID: 1023148] |	 Wynik cząstkowy: 78
[Czas: 17:14:25.769]	[Komisja A] [PID: 1022707] |	 Kandydat [PID: 1023148] |	 OBLAŁ A (Koniec) |	 Wynik: 28.20 pkt
[Czas: 17:14:25.770]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Zadał kandydatowi [PID: 1023149] treść nr: 7
[Czas: 17:14:25.770]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Zadał kandydatowi [PID: 1023149] treść nr: 20
[Czas: 17:14:25.770]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Zadał kandydatowi [PID: 1023149] treść nr: 41
[Czas: 17:14:25.770]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Zadał kandydatowi [PID: 1023149] treść nr: 45
[Czas: 17:14:25.770]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Zadał kandydatowi [PID: 1023149] treść nr: 2
[Czas: 17:14:25.770]	[Komisja A] [PID: 1022707] |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Ocenił kandydata [PID: 1023149] |	 Wynik cząstkowy: 52
[Czas: 17:14:25.770]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Ocenił kandydata [PID: 1023149] |	 Wynik cząstkowy: 99
[Czas: 17:14:25.770]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Ocenił kandydata [PID: 1023149] |	 Wynik cząstkowy: 87
[Czas: 17:14:25.770]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Ocenił kandydata [PID: 1023149] |	 Wynik cząstkowy: 86
[Czas: 17:14:25.770]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Ocenił kandydata [PID: 1023149] |	 Wynik cząstkowy: 85
[Czas: 17:14:25.771]	[Komisja A] [PID: 1022707] |	 Kandydat [PID: 1023149] |	 ZDAŁ A (-> B) |	 Wynik: 81.80 pkt
[Czas: 17:14:25.771]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Zadał kandydatowi [PID: 1023150] treść nr: 15
[Czas: 17:14:25.771]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Zadał kandydatowi [PID: 1023150] treść nr: 18
[Czas: 17:14:25.771]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Zadał kandydatowi [PID: 1023150] treść nr: 32
[Czas: 17:14:25.771]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Zadał kandydatowi [PID: 1023150] treść nr: 8
[Czas: 17:14:25.771]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Zadał kandydatowi [PID: 1023150] treść nr: 17
[Czas: 17:14:25.771]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Ocenił kandydata [PID: 1023150] |	 Wynik cząstkowy: 54
[Czas: 17:14:25.771]	[Komisja A] [PID: 1022707] |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Ocenił kandydata [PID: 1023150] |	 Wynik cząstkowy: 23
[Czas: 17:14:25.771]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Ocenił kandydata [PID: 1023150] |	 Wynik cząstkowy: 46
[Czas: 17:14:25.771]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Ocenił kandydata [PID: 1023150] |	 Wynik cząstkowy: 8
[Czas: 17:14:25.771]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Ocenił kandydata [PID: 1023150] |	 Wynik cząstkowy: 35
[Czas: 17:14:25.772]	[Komisja A] [PID: 1022707] |	 Kandydat [PID: 1023150] |	 ZDAŁ A (-> B) |	 Wynik: 33.20 pkt
[Czas: 17:14:25.772]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Zadał kandydatowi [PID: 1023151] treść nr: 49
[Czas: 17:14:25.772]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Zadał kandydatowi [PID: 1023151] treść nr: 12
[Czas: 17:14:25.772]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Zadał kandydatowi [PID: 1023151] treść nr: 21
[Czas: 17:14:25.772]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Zadał kandydatowi [PID: 1023151] treść nr: 33
[Czas: 17:14:25.772]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Zadał kandydatowi [PID: 1023151] treść nr: 36
[Czas: 17:14:25.772]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Ocenił kandydata [PID: 1023151] |	 Wynik cząstkowy: 53
[Czas: 17:14:25.773]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Ocenił kandydata [PID: 1023151] |	 Wynik cząstkowy: 7
[Czas: 17:14:25.772]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Ocenił kandydata [PID: 1023151] |	 Wynik cząstkowy: 0
