[Czas: 15:53:25.727]	[Komisja A] [P] Przewodniczący 0 w komisji A: Rozpoczynam pracę.
[Czas: 15:53:28.026]	[Komisja A] [PID: 892424] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 892427] [ID: 0] |	 Zadał kandydatowi [PID: 892426] treść nr: 34
[Czas: 15:53:37.890]	[Komisja A] [PID: 892424] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 892433] [ID: 4] |	 Zadał kandydatowi [PID: 892473] treść nr: 50
[Czas: 15:53:37.890]	[Komisja A] [PID: 892424] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 892427] [ID: 0] |	 Zadał kandydatowi [PID: 892473] treść nr: 25
[Czas: 15:53:37.890]	[Komisja A] [PID: 892424] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 892432] [ID: 3] |	 Zadał kandydatowi [PID: 892473] treść nr: 20
[Czas: 15:53:37.891]	[Komisja A] [PID: 892424] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 892430] [ID: 2] |	 Zadał kandydatowi [PID: 892473] treść nr: 28
[Czas: 15:53:37.891]	[Komisja A] [PID: 892424] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 892428] [ID: 1] |	 Zadał kandydatowi [PID: 892473] treść nr: 19
[Czas: 15:53:38.096]	[Komisja A] [PID: 892424] |	 Egzaminator [P] [TID: 892427] [ID: 0] |	 Ocenił kandydata [PID: 892473] |	 Wynik cząstkowy: 76
[Czas: 15:53:38.096]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892432] [ID: 3] |	 Ocenił kandydata [PID: 892473] |	 Wynik cząstkowy: 0
[Czas: 15:53:38.096]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892433] [ID: 4] |	 Ocenił kandydata [PID: 892473] |	 Wynik cząstkowy: 30
[Czas: 15:53:38.096]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892428] [ID: 1] |	 Ocenił kandydata [PID: 892473] |	 Wynik cząstkowy: 51
[Czas: 15:53:38.096]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892430] [ID: 2] |	 Ocenił kandydata [PID: 892473] |	 Wynik cząstkowy: 56
[Czas: 15:53:38.096]	[Komisja A] [PID: 892424] |	 Kandydat [PID: 892473] |	 ZDAŁ A (-> B) |	 Wynik: 42.60 pkt
[Czas: 15:53:38.097]	[Komisja A] [PID: 892424] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 892427] [ID: 0] |	 Zadał kandydatowi [PID: 892474] treść nr: 1
[Czas: 15:53:38.097]	[Komisja A] [PID: 892424] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 892428] [ID: 1] |	 Zadał kandydatowi [PID: 892474] treść nr: 27
[Czas: 15:53:38.098]	[Komisja A] [PID: 892424] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 892430] [ID: 2] |	 Zadał kandydatowi [PID: 892474] treść nr: 2
[Czas: 15:53:38.098]	[Komisja A] [PID: 892424] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 892433] [ID: 4] |	 Zadał kandydatowi [PID: 892474] treść nr: 14
[Czas: 15:53:38.098]	[Komisja A] [PID: 892424] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 892432] [ID: 3] |	 Zadał kandydatowi [PID: 892474] treść nr: 16
[Czas: 15:53:38.313]	[Komisja A] [PID: 892424] |	 Egzaminator [P] [TID: 892427] [ID: 0] |	 Ocenił kandydata [PID: 892474] |	 Wynik cząstkowy: 1
[Czas: 15:53:38.313]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892430] [ID: 2] |	 Ocenił kandydata [PID: 892474] |	 Wynik cząstkowy: 60
[Czas: 15:53:38.313]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892433] [ID: 4] |	 Ocenił kandydata [PID: 892474] |	 Wynik cząstkowy: 72
[Czas: 15:53:38.313]	[Czas: 15:53:38.313]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892432] [ID: 3] |	 Ocenił kandydata [PID: 892474] |	 Wynik cząstkowy: 84
[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892428] [ID: 1] |	 Ocenił kandydata [PID: 892474] |	 Wynik cząstkowy: 72
[Czas: 15:53:38.313]	[Komisja A] [PID: 892424] |	 Kandydat [PID: 892474] |	 ZDAŁ A (-> B) |	 Wynik: 57.80 pkt
[Czas: 15:53:38.314]	[Komisja A] [PID: 892424] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 892427] [ID: 0] |	 Zadał kandydatowi [PID: 892475] treść nr: 10
[Czas: 15:53:38.314]	[Komisja A] [PID: 892424] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 892428] [ID: 1] |	 Zadał kandydatowi [PID: 892475] treść nr: 37
[Czas: 15:53:38.314]	[Komisja A] [PID: 892424] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 892430] [ID: 2] |	 Zadał kandydatowi [PID: 892475] treść nr: 16
[Czas: 15:53:38.314]	[Komisja A] [PID: 892424] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 892432] [ID: 3] |	 Zadał kandydatowi [PID: 892475] treść nr: 21
[Czas: 15:53:38.315]	[Komisja A] [PID: 892424] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 892433] [ID: 4] |	 Zadał kandydatowi [PID: 892475] treść nr: 17
[Czas: 15:53:38.516]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892428] [ID: 1] |	 Ocenił kandydata [PID: 892475] |	 Wynik cząstkowy: 40
[Czas: 15:53:38.516]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892432] [ID: 3] |	 Ocenił kandydata [PID: 892475] |	 Wynik cząstkowy: 51
[Czas: 15:53:38.516]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892433] [ID: 4] |	 Ocenił kandydata [PID: 892475] |	 Wynik cząstkowy: 70
[Czas: 15:53:38.516]	[Komisja A] [PID: 892424] |	 Egzaminator [P] [TID: 892427] [ID: 0] |	 Ocenił kandydata [PID: 892475] |	 Wynik cząstkowy: 29
[Czas: 15:53:38.516]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892430] [ID: 2] |	 Ocenił kandydata [PID: 892475] |	 Wynik cząstkowy: 68
[Czas: 15:53:38.517]	[Komisja A] [PID: 892424] |	 Kandydat [PID: 892475] |	 ZDAŁ A (-> B) |	 Wynik: 51.60 pkt
[Czas: 15:53:38.517]	[Komisja A] [PID: 892424] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 892427] [ID: 0] |	 Zadał kandydatowi [PID: 892476] treść nr: 39
[Czas: 15:53:38.517]	[Komisja A] [PID: 892424] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 892430] [ID: 2] |	 Zadał kandydatowi [PID: 892476] treść nr: 29
[Czas: 15:53:38.517]	[Komisja A] [PID: 892424] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 892432] [ID: 3] |	 Zadał kandydatowi [PID: 892476] treść nr: 17
[Czas: 15:53:38.518]	[Komisja A] [PID: 892424] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 892433] [ID: 4] |	 Zadał kandydatowi [PID: 892476] treść nr: 10
[Czas: 15:53:38.518]	[Komisja A] [PID: 892424] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 892428] [ID: 1] |	 Zadał kandydatowi [PID: 892476] treść nr: 7
[Czas: 15:53:38.719]	[Komisja A] [PID: 892424] |	 Egzaminator [P] [TID: 892427] [ID: 0] |	 Ocenił kandydata [PID: 892476] |	 Wynik cząstkowy: 27
[Czas: 15:53:38.719]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892430] [ID: 2] |	 Ocenił kandydata [PID: 892476] |	 Wynik cząstkowy: 23
[Czas: 15:53:38.719]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892428] [ID: 1] |	 Ocenił kandydata [PID: 892476] |	 Wynik cząstkowy: 40
[Czas: 15:53:38.719]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892432] [ID: 3] |	 Ocenił kandydata [PID: 892476] |	 Wynik cząstkowy: 95
[Czas: 15:53:38.719]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892433] [ID: 4] |	 Ocenił kandydata [PID: 892476] |	 Wynik cząstkowy: 40
[Czas: 15:53:38.719]	[Komisja A] [PID: 892424] |	 Kandydat [PID: 892476] |	 ZDAŁ A (-> B) |	 Wynik: 45.00 pkt
[Czas: 15:53:38.720]	[Komisja A] [PID: 892424] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 892427] [ID: 0] |	 Zadał kandydatowi [PID: 892477] treść nr: 5
[Czas: 15:53:38.720]	[Komisja A] [PID: 892424] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 892432] [ID: 3] |	 Zadał kandydatowi [PID: 892477] treść nr: 32
[Czas: 15:53:38.720]	[Komisja A] [PID: 892424] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 892433] [ID: 4] |	 Zadał kandydatowi [PID: 892477] treść nr: 2
[Czas: 15:53:38.721]	[Komisja A] [PID: 892424] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 892430] [ID: 2] |	 Zadał kandydatowi [PID: 892477] treść nr: 7
[Czas: 15:53:38.721]	[Komisja A] [PID: 892424] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 892428] [ID: 1] |	 Zadał kandydatowi [PID: 892477] treść nr: 45
[Czas: 15:53:38.922]	[Komisja A] [PID: 892424] |	 Egzaminator [P] [TID: 892427] [ID: 0] |	 Ocenił kandydata [PID: 892477] |	 Wynik cząstkowy: 88
[Czas: 15:53:38.922]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892433] [ID: 4] |	 Ocenił kandydata [PID: 892477] |	 Wynik cząstkowy: 68
[Czas: 15:53:38.922]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892430] [ID: 2] |	 Ocenił kandydata [PID: 892477] |	 Wynik cząstkowy: 88
[Czas: 15:53:38.922]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892428] [ID: 1] |	 Ocenił kandydata [PID: 892477] |	 Wynik cząstkowy: 8
[Czas: 15:53:38.922]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892432] [ID: 3] |	 Ocenił kandydata [PID: 892477] |	 Wynik cząstkowy: 87
[Czas: 15:53:38.922]	[Komisja A] [PID: 892424] |	 Kandydat [PID: 892477] |	 ZDAŁ A (-> B) |	 Wynik: 67.80 pkt
[Czas: 15:53:38.923]	[Komisja A] [PID: 892424] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 892427] [ID: 0] |	 Zadał kandydatowi [PID: 892478] treść nr: 40
[Czas: 15:53:38.923]	[Komisja A] [PID: 892424] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 892433] [ID: 4] |	 Zadał kandydatowi [PID: 892478] treść nr: 34
[Czas: 15:53:38.923]	[Komisja A] [PID: 892424] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 892430] [ID: 2] |	 Zadał kandydatowi [PID: 892478] treść nr: 3
[Czas: 15:53:38.923]	[Komisja A] [PID: 892424] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 892432] [ID: 3] |	 Zadał kandydatowi [PID: 892478] treść nr: 8
[Czas: 15:53:38.924]	[Komisja A] [PID: 892424] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 892428] [ID: 1] |	 Zadał kandydatowi [PID: 892478] treść nr: 4
[Czas: 15:53:40.726]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892428] [ID: 1] |	 Ocenił kandydata [PID: 892478] |	 Wynik cząstkowy: 38
[Czas: 15:53:40.726]	[Komisja A] [PID: 892424] |	 Egzaminator [P] [TID: 892427] [ID: 0] |	 Ocenił kandydata [PID: 892478] |	 Wynik cząstkowy: 71
[Czas: 15:53:40.726]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892432] [ID: 3] |	 Ocenił kandydata [PID: 892478] |	 Wynik cząstkowy: 33
[Czas: 15:53:40.726]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892433] [ID: 4] |	 Ocenił kandydata [PID: 892478] |	 Wynik cząstkowy: 45
[Czas: 15:53:40.726]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892430] [ID: 2] |	 Ocenił kandydata [PID: 892478] |	 Wynik cząstkowy: 5
[Czas: 15:53:40.727]	[Komisja A] [PID: 892424] |	 Kandydat [PID: 892478] |	 ZDAŁ A (-> B) |	 Wynik: 38.40 pkt
[Czas: 15:53:40.727]	[Komisja A] [PID: 892424] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 892433] [ID: 4] |	 Zadał kandydatowi [PID: 892479] treść nr: 40
[Czas: 15:53:40.727]	[Komisja A] [PID: 892424] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 892432] [ID: 3] |	 Zadał kandydatowi [PID: 892479] treść nr: 11
[Czas: 15:53:40.728]	[Komisja A] [PID: 892424] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 892430] [ID: 2] |	 Zadał kandydatowi [PID: 892479] treść nr: 3
[Czas: 15:53:40.728]	[Komisja A] [PID: 892424] |	 Pytanie nr: 4 |	 Egzaminator [P] [TID: 892427] [ID: 0] |	 Zadał kandydatowi [PID: 892479] treść nr: 9
[Czas: 15:53:40.728]	[Komisja A] [PID: 892424] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 892428] [ID: 1] |	 Zadał kandydatowi [PID: 892479] treść nr: 21
[Czas: 15:53:40.929]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892430] [ID: 2] |	 Ocenił kandydata [PID: 892479] |	 Wynik cząstkowy: 17
[Czas: 15:53:40.929]	[Czas: 15:53:40.929]	[Komisja A] [PID: 892424] |	 Egzaminator [P] [TID: 892427] [ID: 0] |	 Ocenił kandydata [PID: 892479] |	 Wynik cząstkowy: 83
[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892432] [ID: 3] |	 Ocenił kandydata [PID: 892479] |	 Wynik cząstkowy: 64
[Czas: 15:53:40.929]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892433] [ID: 4] |	 Ocenił kandydata [PID: 892479] |	 Wynik cząstkowy: 10
[Czas: 15:53:40.929]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892428] [ID: 1] |	 Ocenił kandydata [PID: 892479] |	 Wynik cząstkowy: 58
[Czas: 15:53:40.929]	[Komisja A] [PID: 892424] |	 Kandydat [PID: 892479] |	 ZDAŁ A (-> B) |	 Wynik: 46.40 pkt
[Czas: 15:53:40.930]	[Komisja A] [PID: 892424] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 892427] [ID: 0] |	 Zadał kandydatowi [PID: 892480] treść nr: 41
[Czas: 15:53:40.930]	[Komisja A] [PID: 892424] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 892433] [ID: 4] |	 Zadał kandydatowi [PID: 892480] treść nr: 36
[Czas: 15:53:40.930]	[Komisja A] [PID: 892424] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 892428] [ID: 1] |	 Zadał kandydatowi [PID: 892480] treść nr: 9
[Czas: 15:53:40.930]	[Komisja A] [PID: 892424] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 892430] [ID: 2] |	 Zadał kandydatowi [PID: 892480] treść nr: 44
[Czas: 15:53:40.931]	[Komisja A] [PID: 892424] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 892432] [ID: 3] |	 Zadał kandydatowi [PID: 892480] treść nr: 4
[Czas: 15:53:41.132]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892433] [ID: 4] |	 Ocenił kandydata [PID: 892480] |	 Wynik cząstkowy: 42
[Czas: 15:53:41.132]	[Komisja A] [PID: 892424] |	 Egzaminator [P] [TID: 892427] [ID: 0] |	 Ocenił kandydata [PID: 892480] |	 Wynik cząstkowy: 77
[Czas: 15:53:41.132]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892430] [ID: 2] |	 Ocenił kandydata [PID: 892480] |	 Wynik cząstkowy: 24
[Czas: 15:53:41.132]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892428] [ID: 1] |	 Ocenił kandydata [PID: 892480] |	 Wynik cząstkowy: 30
[Czas: 15:53:41.132]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892432] [ID: 3] |	 Ocenił kandydata [PID: 892480] |	 Wynik cząstkowy: 91
[Czas: 15:53:41.133]	[Komisja A] [PID: 892424] |	 Kandydat [PID: 892480] |	 ZDAŁ A (-> B) |	 Wynik: 52.80 pkt
[Czas: 15:53:41.134]	[Komisja A] [PID: 892424] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 892427] [ID: 0] |	 Zadał kandydatowi [PID: 892481] treść nr: 8
[Czas: 15:53:41.134]	[Komisja A] [PID: 892424] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 892428] [ID: 1] |	 Zadał kandydatowi [PID: 892481] treść nr: 22
[Czas: 15:53:41.134]	[Komisja A] [PID: 892424] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 892433] [ID: 4] |	 Zadał kandydatowi [PID: 892481] treść nr: 46
[Czas: 15:53:41.134]	[Komisja A] [PID: 892424] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 892430] [ID: 2] |	 Zadał kandydatowi [PID: 892481] treść nr: 15
[Czas: 15:53:41.135]	[Komisja A] [PID: 892424] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 892432] [ID: 3] |	 Zadał kandydatowi [PID: 892481] treść nr: 26
[Czas: 15:53:41.337]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892430] [ID: 2] |	 Ocenił kandydata [PID: 892481] |	 Wynik cząstkowy: 11
[Czas: 15:53:41.337]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892433] [ID: 4] |	 Ocenił kandydata [PID: 892481] |	 Wynik cząstkowy: 5
[Czas: 15:53:41.337]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892428] [ID: 1] |	 Ocenił kandydata [PID: 892481] |	 Wynik cząstkowy: 40
[Czas: 15:53:41.337]	[Komisja A] [PID: 892424] |	 Egzaminator [P] [TID: 892427] [ID: 0] |	 Ocenił kandydata [PID: 892481] |	 Wynik cząstkowy: 6
[Czas: 15:53:41.337]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892432] [ID: 3] |	 Ocenił kandydata [PID: 892481] |	 Wynik cząstkowy: 73
[Czas: 15:53:41.338]	[Komisja A] [PID: 892424] |	 Kandydat [PID: 892481] |	 OBLAŁ A (Koniec) |	 Wynik: 27.00 pkt
[Czas: 15:53:41.339]	[Komisja A] [PID: 892424] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 892433] [ID: 4] |	 Zadał kandydatowi [PID: 892482] treść nr: 17
[Czas: 15:53:41.339]	[Komisja A] [PID: 892424] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 892430] [ID: 2] |	 Zadał kandydatowi [PID: 892482] treść nr: 3
[Czas: 15:53:41.339]	[Komisja A] [PID: 892424] |	 Pytanie nr: 3 |	 Egzaminator [P] [TID: 892427] [ID: 0] |	 Zadał kandydatowi [PID: 892482] treść nr: 38
[Czas: 15:53:41.340]	[Komisja A] [PID: 892424] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 892428] [ID: 1] |	 Zadał kandydatowi [PID: 892482] treść nr: 25
[Czas: 15:53:41.340]	[Komisja A] [PID: 892424] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 892432] [ID: 3] |	 Zadał kandydatowi [PID: 892482] treść nr: 23
[Czas: 15:53:41.542]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892432] [ID: 3] |	 Ocenił kandydata [PID: 892482] |	 Wynik cząstkowy: 0
[Czas: 15:53:41.542]	[Komisja A] [PID: 892424] |	 Egzaminator [P] [TID: 892427] [ID: 0] |	 Ocenił kandydata [PID: 892482] |	 Wynik cząstkowy: 0
[Czas: 15:53:41.542]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892430] [ID: 2] |	 Ocenił kandydata [PID: 892482] |	 Wynik cząstkowy: 25
[Czas: 15:53:41.542]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892428] [ID: 1] |	 Ocenił kandydata [PID: 892482] |	 Wynik cząstkowy: 82
[Czas: 15:53:41.542]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892433] [ID: 4] |	 Ocenił kandydata [PID: 892482] |	 Wynik cząstkowy: 17
[Czas: 15:53:41.543]	[Komisja A] [PID: 892424] |	 Kandydat [PID: 892482] |	 OBLAŁ A (Koniec) |	 Wynik: 24.80 pkt
[Czas: 15:53:41.543]	[Komisja A] [PID: 892424] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 892427] [ID: 0] |	 Zadał kandydatowi [PID: 892484] treść nr: 31
[Czas: 15:53:41.544]	[Komisja A] [PID: 892424] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 892428] [ID: 1] |	 Zadał kandydatowi [PID: 892484] treść nr: 19
[Czas: 15:53:41.544]	[Komisja A] [PID: 892424] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 892430] [ID: 2] |	 Zadał kandydatowi [PID: 892484] treść nr: 7
[Czas: 15:53:41.544]	[Komisja A] [PID: 892424] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 892432] [ID: 3] |	 Zadał kandydatowi [PID: 892484] treść nr: 27
[Czas: 15:53:41.544]	[Komisja A] [PID: 892424] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 892433] [ID: 4] |	 Zadał kandydatowi [PID: 892484] treść nr: 12
[Czas: 15:53:41.759]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892428] [ID: 1] |	 Ocenił kandydata [PID: 892484] |	 Wynik cząstkowy: 66
[Czas: 15:53:41.759]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892433] [ID: 4] |	 Ocenił kandydata [PID: 892484] |	 Wynik cząstkowy: 68
[Czas: 15:53:41.759]	[Komisja A] [PID: 892424] |	 Egzaminator [P] [TID: 892427] [ID: 0] |	 Ocenił kandydata [PID: 892484] |	 Wynik cząstkowy: 34
[Czas: 15:53:41.759]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892430] [ID: 2] |	 Ocenił kandydata [PID: 892484] |	 Wynik cząstkowy: 9
[Czas: 15:53:41.759]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892432] [ID: 3] |	 Ocenił kandydata [PID: 892484] |	 Wynik cząstkowy: 64
[Czas: 15:53:41.760]	[Komisja A] [PID: 892424] |	 Kandydat [PID: 892484] |	 ZDAŁ A (-> B) |	 Wynik: 48.20 pkt
[Czas: 15:53:41.760]	[Komisja A] [PID: 892424] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 892427] [ID: 0] |	 Zadał kandydatowi [PID: 892485] treść nr: 36
[Czas: 15:53:41.760]	[Komisja A] [PID: 892424] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 892428] [ID: 1] |	 Zadał kandydatowi [PID: 892485] treść nr: 35
[Czas: 15:53:41.760]	[Komisja A] [PID: 892424] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 892430] [ID: 2] |	 Zadał kandydatowi [PID: 892485] treść nr: 48
[Czas: 15:53:41.761]	[Komisja A] [PID: 892424] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 892432] [ID: 3] |	 Zadał kandydatowi [PID: 892485] treść nr: 33
[Czas: 15:53:41.761]	[Komisja A] [PID: 892424] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 892433] [ID: 4] |	 Zadał kandydatowi [PID: 892485] treść nr: 1
[Czas: 15:53:41.962]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892428] [ID: 1] |	 Ocenił kandydata [PID: 892485] |	 Wynik cząstkowy: 80
[Czas: 15:53:41.962]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892432] [ID: 3] |	 Ocenił kandydata [PID: 892485] |	 Wynik cząstkowy: 40
[Czas: 15:53:41.962]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892433] [ID: 4] |	 Ocenił kandydata [PID: 892485] |	 Wynik cząstkowy: 68
[Czas: 15:53:41.962]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892430] [ID: 2] |	 Ocenił kandydata [PID: 892485] |	 Wynik cząstkowy: 51
[Czas: 15:53:41.962]	[Komisja A] [PID: 892424] |	 Egzaminator [P] [TID: 892427] [ID: 0] |	 Ocenił kandydata [PID: 892485] |	 Wynik cząstkowy: 19
[Czas: 15:53:41.963]	[Komisja A] [PID: 892424] |	 Kandydat [PID: 892485] |	 ZDAŁ A (-> B) |	 Wynik: 51.60 pkt
[Czas: 15:53:41.963]	[Komisja A] [PID: 892424] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 892427] [ID: 0] |	 Zadał kandydatowi [PID: 892486] treść nr: 44
[Czas: 15:53:41.963]	[Komisja A] [PID: 892424] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 892433] [ID: 4] |	 Zadał kandydatowi [PID: 892486] treść nr: 17
[Czas: 15:53:41.963]	[Komisja A] [PID: 892424] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 892428] [ID: 1] |	 Zadał kandydatowi [PID: 892486] treść nr: 31
[Czas: 15:53:41.964]	[Komisja A] [PID: 892424] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 892432] [ID: 3] |	 Zadał kandydatowi [PID: 892486] treść nr: 43
[Czas: 15:53:41.964]	[Komisja A] [PID: 892424] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 892430] [ID: 2] |	 Zadał kandydatowi [PID: 892486] treść nr: 18
[Czas: 15:53:42.165]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892433] [ID: 4] |	 Ocenił kandydata [PID: 892486] |	 Wynik cząstkowy: 13
[Czas: 15:53:42.165]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892430] [ID: 2] |	 Ocenił kandydata [PID: 892486] |	 Wynik cząstkowy: 22
[Czas: 15:53:42.165]	[Komisja A] [PID: 892424] |	 Egzaminator [P] [TID: 892427] [ID: 0] |	 Ocenił kandydata [PID: 892486] |	 Wynik cząstkowy: 60
[Czas: 15:53:42.165]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892428] [ID: 1] |	 Ocenił kandydata [PID: 892486] |	 Wynik cząstkowy: 88
[Czas: 15:53:42.165]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892432] [ID: 3] |	 Ocenił kandydata [PID: 892486] |	 Wynik cząstkowy: 5
[Czas: 15:53:42.166]	[Komisja A] [PID: 892424] |	 Kandydat [PID: 892486] |	 ZDAŁ A (-> B) |	 Wynik: 37.60 pkt
[Czas: 15:53:42.167]	[Komisja A] [PID: 892424] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 892433] [ID: 4] |	 Zadał kandydatowi [PID: 892487] treść nr: 41
[Czas: 15:53:42.167]	[Komisja A] [PID: 892424] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 892428] [ID: 1] |	 Zadał kandydatowi [PID: 892487] treść nr: 31
