[Czas: 15:43:16.381]	[Komisja B] [P] Przewodniczący 0 w komisji B: Rozpoczynam pracę.
[Czas: 15:43:18.945]	[Komisja B] [PID: 889243] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Zadał kandydatowi [PID: 889253] treść nr: 2
[Czas: 15:43:29.300]	[Komisja B] [PID: 889243] |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Ocenił kandydata [PID: 889303] |	 Wynik cząstkowy: 3
[Czas: 15:43:29.300]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Ocenił kandydata [PID: 889303] |	 Wynik cząstkowy: 88
[Czas: 15:43:29.301]	[Komisja B] [PID: 889243] |	 Kandydat [PID: 889303] |	 ZDAŁ B |	 Wynik: 38.00 pkt
[Czas: 15:43:29.301]	[Komisja B] [PID: 889243] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Zadał kandydatowi [PID: 889304] treść nr: 5
[Czas: 15:43:29.301]	[Komisja B] [PID: 889243] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Zadał kandydatowi [PID: 889304] treść nr: 17
[Czas: 15:43:29.302]	[Komisja B] [PID: 889243] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Zadał kandydatowi [PID: 889304] treść nr: 9
[Czas: 15:43:29.503]	[Komisja B] [PID: 889243] |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Ocenił kandydata [PID: 889304] |	 Wynik cząstkowy: 77
[Czas: 15:43:29.503]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Ocenił kandydata [PID: 889304] |	 Wynik cząstkowy: 91
[Czas: 15:43:29.503]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Ocenił kandydata [PID: 889304] |	 Wynik cząstkowy: 22
[Czas: 15:43:29.504]	[Komisja B] [PID: 889243] |	 Kandydat [PID: 889304] |	 ZDAŁ B |	 Wynik: 63.33 pkt
[Czas: 15:43:29.504]	[Komisja B] [PID: 889243] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Zadał kandydatowi [PID: 889305] treść nr: 30
[Czas: 15:43:29.505]	[Komisja B] [PID: 889243] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Zadał kandydatowi [PID: 889305] treść nr: 26
[Czas: 15:43:29.505]	[Komisja B] [PID: 889243] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Zadał kandydatowi [PID: 889305] treść nr: 46
[Czas: 15:43:29.720]	[Komisja B] [PID: 889243] |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Ocenił kandydata [PID: 889305] |	 Wynik cząstkowy: 78
[Czas: 15:43:29.720]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Ocenił kandydata [PID: 889305] |	 Wynik cząstkowy: 13
[Czas: 15:43:29.720]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Ocenił kandydata [PID: 889305] |	 Wynik cząstkowy: 27
[Czas: 15:43:29.731]	[Komisja B] [PID: 889243] |	 Kandydat [PID: 889305] |	 ZDAŁ B |	 Wynik: 39.33 pkt
[Czas: 15:43:29.732]	[Komisja B] [PID: 889243] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Zadał kandydatowi [PID: 889306] treść nr: 6
[Czas: 15:43:29.732]	[Komisja B] [PID: 889243] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Zadał kandydatowi [PID: 889306] treść nr: 37
[Czas: 15:43:29.732]	[Komisja B] [PID: 889243] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Zadał kandydatowi [PID: 889306] treść nr: 20
[Czas: 15:43:29.937]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Ocenił kandydata [PID: 889306] |	 Wynik cząstkowy: 78
[Czas: 15:43:29.937]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Ocenił kandydata [PID: 889306] |	 Wynik cząstkowy: 35
[Czas: 15:43:29.937]	[Komisja B] [PID: 889243] |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Ocenił kandydata [PID: 889306] |	 Wynik cząstkowy: 16
[Czas: 15:43:29.938]	[Komisja B] [PID: 889243] |	 Kandydat [PID: 889306] |	 ZDAŁ B |	 Wynik: 43.00 pkt
[Czas: 15:43:29.939]	[Komisja B] [PID: 889243] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Zadał kandydatowi [PID: 889307] treść nr: 22
[Czas: 15:43:29.939]	[Komisja B] [PID: 889243] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Zadał kandydatowi [PID: 889307] treść nr: 37
[Czas: 15:43:29.939]	[Komisja B] [PID: 889243] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Zadał kandydatowi [PID: 889307] treść nr: 49
[Czas: 15:43:30.151]	[Komisja B] [PID: 889243] |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Ocenił kandydata [PID: 889307] |	 Wynik cząstkowy: 54
[Czas: 15:43:30.151]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Ocenił kandydata [PID: 889307] |	 Wynik cząstkowy: 41
[Czas: 15:43:30.151]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Ocenił kandydata [PID: 889307] |	 Wynik cząstkowy: 88
[Czas: 15:43:30.151]	[Komisja B] [PID: 889243] |	 Kandydat [PID: 889307] |	 ZDAŁ B |	 Wynik: 61.00 pkt
[Czas: 15:43:30.152]	[Komisja B] [PID: 889243] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Zadał kandydatowi [PID: 889308] treść nr: 23
[Czas: 15:43:30.152]	[Komisja B] [PID: 889243] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Zadał kandydatowi [PID: 889308] treść nr: 15
[Czas: 15:43:30.152]	[Komisja B] [PID: 889243] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Zadał kandydatowi [PID: 889308] treść nr: 31
[Czas: 15:43:30.353]	[Komisja B] [PID: 889243] |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Ocenił kandydata [PID: 889308] |	 Wynik cząstkowy: 76
[Czas: 15:43:30.353]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Ocenił kandydata [PID: 889308] |	 Wynik cząstkowy: 57
[Czas: 15:43:30.353]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Ocenił kandydata [PID: 889308] |	 Wynik cząstkowy: 82
[Czas: 15:43:30.354]	[Komisja B] [PID: 889243] |	 Kandydat [PID: 889308] |	 ZDAŁ B |	 Wynik: 71.67 pkt
[Czas: 15:43:30.354]	[Komisja B] [PID: 889243] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Zadał kandydatowi [PID: 889309] treść nr: 44
[Czas: 15:43:30.355]	[Komisja B] [PID: 889243] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Zadał kandydatowi [PID: 889309] treść nr: 36
[Czas: 15:43:30.355]	[Komisja B] [PID: 889243] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Zadał kandydatowi [PID: 889309] treść nr: 1
[Czas: 15:43:30.560]	[Komisja B] [PID: 889243] |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Ocenił kandydata [PID: 889309] |	 Wynik cząstkowy: 51
[Czas: 15:43:30.560]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Ocenił kandydata [PID: 889309] |	 Wynik cząstkowy: 99
[Czas: 15:43:30.560]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Ocenił kandydata [PID: 889309] |	 Wynik cząstkowy: 33
[Czas: 15:43:30.560]	[Komisja B] [PID: 889243] |	 Kandydat [PID: 889309] |	 ZDAŁ B |	 Wynik: 61.00 pkt
[Czas: 15:43:30.561]	[Komisja B] [PID: 889243] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Zadał kandydatowi [PID: 889310] treść nr: 5
[Czas: 15:43:30.561]	[Komisja B] [PID: 889243] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Zadał kandydatowi [PID: 889310] treść nr: 44
[Czas: 15:43:30.561]	[Komisja B] [PID: 889243] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Zadał kandydatowi [PID: 889310] treść nr: 31
[Czas: 15:43:30.766]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Ocenił kandydata [PID: 889310] |	 Wynik cząstkowy: 97
[Czas: 15:43:30.766]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Ocenił kandydata [PID: 889310] |	 Wynik cząstkowy: 91
[Czas: 15:43:30.766]	[Komisja B] [PID: 889243] |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Ocenił kandydata [PID: 889310] |	 Wynik cząstkowy: 49
[Czas: 15:43:30.767]	[Komisja B] [PID: 889243] |	 Kandydat [PID: 889310] |	 ZDAŁ B |	 Wynik: 79.00 pkt
[Czas: 15:43:30.767]	[Komisja B] [PID: 889243] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Zadał kandydatowi [PID: 889311] treść nr: 34
[Czas: 15:43:30.767]	[Komisja B] [PID: 889243] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Zadał kandydatowi [PID: 889311] treść nr: 14
[Czas: 15:43:30.767]	[Komisja B] [PID: 889243] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Zadał kandydatowi [PID: 889311] treść nr: 45
[Czas: 15:43:30.971]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Ocenił kandydata [PID: 889311] |	 Wynik cząstkowy: 93
[Czas: 15:43:30.971]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Ocenił kandydata [PID: 889311] |	 Wynik cząstkowy: 42
[Czas: 15:43:30.971]	[Komisja B] [PID: 889243] |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Ocenił kandydata [PID: 889311] |	 Wynik cząstkowy: 54
[Czas: 15:43:30.972]	[Komisja B] [PID: 889243] |	 Kandydat [PID: 889311] |	 ZDAŁ B |	 Wynik: 63.00 pkt
[Czas: 15:43:30.972]	[Komisja B] [PID: 889243] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Zadał kandydatowi [PID: 889312] treść nr: 36
[Czas: 15:43:30.973]	[Komisja B] [PID: 889243] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Zadał kandydatowi [PID: 889312] treść nr: 6
[Czas: 15:43:30.973]	[Komisja B] [PID: 889243] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Zadał kandydatowi [PID: 889312] treść nr: 38
[Czas: 15:43:31.174]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Ocenił kandydata [PID: 889312] |	 Wynik cząstkowy: 70
[Czas: 15:43:31.174]	[Komisja B] [PID: 889243] |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Ocenił kandydata [PID: 889312] |	 Wynik cząstkowy: 9
[Czas: 15:43:31.174]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Ocenił kandydata [PID: 889312] |	 Wynik cząstkowy: 5
[Czas: 15:43:31.175]	[Komisja B] [PID: 889243] |	 Kandydat [PID: 889312] |	 OBLAŁ B |	 Wynik: 28.00 pkt
[Czas: 15:43:31.175]	[Komisja B] [PID: 889243] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Zadał kandydatowi [PID: 889313] treść nr: 15
[Czas: 15:43:31.175]	[Komisja B] [PID: 889243] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Zadał kandydatowi [PID: 889313] treść nr: 34
[Czas: 15:43:31.176]	[Komisja B] [PID: 889243] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Zadał kandydatowi [PID: 889313] treść nr: 40
[Czas: 15:43:31.377]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Ocenił kandydata [PID: 889313] |	 Wynik cząstkowy: 44
[Czas: 15:43:31.377]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Ocenił kandydata [PID: 889313] |	 Wynik cząstkowy: 31
[Czas: 15:43:31.377]	[Komisja B] [PID: 889243] |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Ocenił kandydata [PID: 889313] |	 Wynik cząstkowy: 61
[Czas: 15:43:31.378]	[Komisja B] [PID: 889243] |	 Kandydat [PID: 889313] |	 ZDAŁ B |	 Wynik: 45.33 pkt
[Czas: 15:43:31.378]	[Komisja B] [PID: 889243] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Zadał kandydatowi [PID: 889314] treść nr: 29
[Czas: 15:43:31.378]	[Komisja B] [PID: 889243] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Zadał kandydatowi [PID: 889314] treść nr: 5
[Czas: 15:43:31.379]	[Komisja B] [PID: 889243] |	 Pytanie nr: 3 |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Zadał kandydatowi [PID: 889314] treść nr: 6
[Czas: 15:43:31.580]	[Komisja B] [PID: 889243] |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Ocenił kandydata [PID: 889314] |	 Wynik cząstkowy: 81
[Czas: 15:43:31.580]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Ocenił kandydata [PID: 889314] |	 Wynik cząstkowy: 71
[Czas: 15:43:31.580]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Ocenił kandydata [PID: 889314] |	 Wynik cząstkowy: 29
[Czas: 15:43:31.580]	[Komisja B] [PID: 889243] |	 Kandydat [PID: 889314] |	 ZDAŁ B |	 Wynik: 60.33 pkt
[Czas: 15:43:31.581]	[Komisja B] [PID: 889243] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Zadał kandydatowi [PID: 889315] treść nr: 37
[Czas: 15:43:31.581]	[Komisja B] [PID: 889243] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Zadał kandydatowi [PID: 889315] treść nr: 10
[Czas: 15:43:31.581]	[Komisja B] [PID: 889243] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Zadał kandydatowi [PID: 889315] treść nr: 12
[Czas: 15:43:31.786]	[Komisja B] [PID: 889243] |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Ocenił kandydata [PID: 889315] |	 Wynik cząstkowy: 16
[Czas: 15:43:31.786]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Ocenił kandydata [PID: 889315] |	 Wynik cząstkowy: 0
[Czas: 15:43:31.786]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Ocenił kandydata [PID: 889315] |	 Wynik cząstkowy: 49
[Czas: 15:43:31.786]	[Komisja B] [PID: 889243] |	 Kandydat [PID: 889315] |	 OBLAŁ B |	 Wynik: 21.67 pkt
[Czas: 15:43:31.786]	[Komisja B] [PID: 889243] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Zadał kandydatowi [PID: 889316] treść nr: 25
[Czas: 15:43:31.787]	[Komisja B] [PID: 889243] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Zadał kandydatowi [PID: 889316] treść nr: 47
[Czas: 15:43:31.787]	[Komisja B] [PID: 889243] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Zadał kandydatowi [PID: 889316] treść nr: 35
[Czas: 15:43:31.991]	[Komisja B] [PID: 889243] |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Ocenił kandydata [PID: 889316] |	 Wynik cząstkowy: 20
[Czas: 15:43:31.991]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Ocenił kandydata [PID: 889316] |	 Wynik cząstkowy: 47
[Czas: 15:43:31.991]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Ocenił kandydata [PID: 889316] |	 Wynik cząstkowy: 46
[Czas: 15:43:31.991]	[Komisja B] [PID: 889243] |	 Kandydat [PID: 889316] |	 ZDAŁ B |	 Wynik: 37.67 pkt
[Czas: 15:43:31.991]	[Komisja B] [PID: 889243] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Zadał kandydatowi [PID: 889318] treść nr: 23
[Czas: 15:43:31.992]	[Komisja B] [PID: 889243] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Zadał kandydatowi [PID: 889318] treść nr: 36
[Czas: 15:43:31.992]	[Komisja B] [PID: 889243] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Zadał kandydatowi [PID: 889318] treść nr: 24
[Czas: 15:43:32.196]	[Komisja B] [PID: 889243] |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Ocenił kandydata [PID: 889318] |	 Wynik cząstkowy: 59
[Czas: 15:43:32.196]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Ocenił kandydata [PID: 889318] |	 Wynik cząstkowy: 72
[Czas: 15:43:32.196]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Ocenił kandydata [PID: 889318] |	 Wynik cząstkowy: 32
[Czas: 15:43:32.196]	[Komisja B] [PID: 889243] |	 Kandydat [PID: 889318] |	 ZDAŁ B |	 Wynik: 54.33 pkt
[Czas: 15:43:32.197]	[Komisja B] [PID: 889243] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Zadał kandydatowi [PID: 889319] treść nr: 35
[Czas: 15:43:32.197]	[Komisja B] [PID: 889243] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Zadał kandydatowi [PID: 889319] treść nr: 19
[Czas: 15:43:32.197]	[Komisja B] [PID: 889243] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Zadał kandydatowi [PID: 889319] treść nr: 27
[Czas: 15:43:32.409]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Ocenił kandydata [PID: 889319] |	 Wynik cząstkowy: 94
[Czas: 15:43:32.409]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Ocenił kandydata [PID: 889319] |	 Wynik cząstkowy: 79
[Czas: 15:43:32.409]	[Komisja B] [PID: 889243] |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Ocenił kandydata [PID: 889319] |	 Wynik cząstkowy: 80
[Czas: 15:43:32.409]	[Komisja B] [PID: 889243] |	 Kandydat [PID: 889319] |	 ZDAŁ B |	 Wynik: 84.33 pkt
[Czas: 15:43:32.410]	[Komisja B] [PID: 889243] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Zadał kandydatowi [PID: 889320] treść nr: 10
[Czas: 15:43:32.410]	[Komisja B] [PID: 889243] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Zadał kandydatowi [PID: 889320] treść nr: 35
[Czas: 15:43:32.410]	[Komisja B] [PID: 889243] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Zadał kandydatowi [PID: 889320] treść nr: 3
[Czas: 15:43:32.611]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Ocenił kandydata [PID: 889320] |	 Wynik cząstkowy: 39
[Czas: 15:43:32.611]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Ocenił kandydata [PID: 889320] |	 Wynik cząstkowy: 82
[Czas: 15:43:32.611]	[Komisja B] [PID: 889243] |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Ocenił kandydata [PID: 889320] |	 Wynik cząstkowy: 42
[Czas: 15:43:32.611]	[Komisja B] [PID: 889243] |	 Kandydat [PID: 889320] |	 ZDAŁ B |	 Wynik: 54.33 pkt
[Czas: 15:43:32.612]	[Komisja B] [PID: 889243] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Zadał kandydatowi [PID: 889321] treść nr: 29
[Czas: 15:43:32.612]	[Komisja B] [PID: 889243] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Zadał kandydatowi [PID: 889321] treść nr: 2
[Czas: 15:43:32.612]	[Komisja B] [PID: 889243] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Zadał kandydatowi [PID: 889321] treść nr: 33
[Czas: 15:43:32.827]	[Komisja B] [PID: 889243] |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Ocenił kandydata [PID: 889321] |	 Wynik cząstkowy: 46
[Czas: 15:43:32.827]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Ocenił kandydata [PID: 889321] |	 Wynik cząstkowy: 12
[Czas: 15:43:32.827]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Ocenił kandydata [PID: 889321] |	 Wynik cząstkowy: 28
[Czas: 15:43:32.827]	[Komisja B] [PID: 889243] |	 Kandydat [PID: 889321] |	 OBLAŁ B |	 Wynik: 28.67 pkt
[Czas: 15:43:32.827]	[Komisja B] [PID: 889243] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Zadał kandydatowi [PID: 889322] treść nr: 23
[Czas: 15:43:32.828]	[Komisja B] [PID: 889243] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Zadał kandydatowi [PID: 889322] treść nr: 11
[Czas: 15:43:32.828]	[Komisja B] [PID: 889243] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Zadał kandydatowi [PID: 889322] treść nr: 39
[Czas: 15:43:33.031]	[Komisja B] [PID: 889243] |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Ocenił kandydata [PID: 889322] |	 Wynik cząstkowy: 92
[Czas: 15:43:33.031]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Ocenił kandydata [PID: 889322] |	 Wynik cząstkowy: 6
[Czas: 15:43:33.031]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Ocenił kandydata [PID: 889322] |	 Wynik cząstkowy: 48
[Czas: 15:43:33.031]	[Komisja B] [PID: 889243] |	 Kandydat [PID: 889322] |	 ZDAŁ B |	 Wynik: 48.67 pkt
[Czas: 15:43:33.032]	[Komisja B] [PID: 889243] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Zadał kandydatowi [PID: 889324] treść nr: 16
[Czas: 15:43:33.032]	[Komisja B] [PID: 889243] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Zadał kandydatowi [PID: 889324] treść nr: 48
[Czas: 15:43:33.032]	[Komisja B] [PID: 889243] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Zadał kandydatowi [PID: 889324] treść nr: 33
[Czas: 15:43:33.238]	[Komisja B] [PID: 889243] |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Ocenił kandydata [PID: 889324] |	 Wynik cząstkowy: 76
[Czas: 15:43:33.238]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Ocenił kandydata [PID: 889324] |	 Wynik cząstkowy: 98
[Czas: 15:43:33.238]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Ocenił kandydata [PID: 889324] |	 Wynik cząstkowy: 47
[Czas: 15:43:33.238]	[Komisja B] [PID: 889243] |	 Kandydat [PID: 889324] |	 ZDAŁ B |	 Wynik: 73.67 pkt
[Czas: 15:43:33.239]	[Komisja B] [PID: 889243] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Zadał kandydatowi [PID: 889325] treść nr: 14
[Czas: 15:43:33.239]	[Komisja B] [PID: 889243] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Zadał kandydatowi [PID: 889325] treść nr: 7
[Czas: 15:43:33.239]	[Komisja B] [PID: 889243] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Zadał kandydatowi [PID: 889325] treść nr: 38
[Czas: 15:43:33.445]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Ocenił kandydata [PID: 889325] |	 Wynik cząstkowy: 8
[Czas: 15:43:33.445]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Ocenił kandydata [PID: 889325] |	 Wynik cząstkowy: 1
[Czas: 15:43:33.445]	[Komisja B] [PID: 889243] |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Ocenił kandydata [PID: 889325] |	 Wynik cząstkowy: 89
[Czas: 15:43:33.445]	[Komisja B] [PID: 889243] |	 Kandydat [PID: 889325] |	 ZDAŁ B |	 Wynik: 32.67 pkt
[Czas: 15:43:33.446]	[Komisja B] [PID: 889243] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Zadał kandydatowi [PID: 889326] treść nr: 36
[Czas: 15:43:33.446]	[Komisja B] [PID: 889243] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Zadał kandydatowi [PID: 889326] treść nr: 50
[Czas: 15:43:33.446]	[Komisja B] [PID: 889243] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Zadał kandydatowi [PID: 889326] treść nr: 5
[Czas: 15:43:33.661]	[Komisja B] [PID: 889243] |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Ocenił kandydata [PID: 889326] |	 Wynik cząstkowy: 87
