[Czas: 17:37:40.692]	[Dziekan] [PID: 1030248] Rekrutacja otwarta. Generuję komisje i kandydatów 
[Czas: 17:37:52.400]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030684] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.400]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030685] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.419]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030686] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.421]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030687] skierowany do komisji A [PID: 1030249] |	 Kandydat zdał teorię wcześniej
[Czas: 17:37:52.421]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030688] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.421]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030689] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.421]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030690] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.421]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030691] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.421]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030692] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.426]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030693] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.427]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030694] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.427]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030695] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.427]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030696] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.427]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030697] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.427]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030698] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.427]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030699] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.428]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030700] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.428]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030701] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.428]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030702] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.428]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030703] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.428]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030704] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.429]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030705] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.435]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030706] skierowany do komisji A [PID: 1030249] |	 Kandydat zdał teorię wcześniej
[Czas: 17:37:52.441]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030707] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.513]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030708] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.520]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030709] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.520]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030710] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.520]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030711] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.520]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030712] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.520]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030713] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.521]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030714] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.521]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030715] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.521]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030716] skierowany do komisji A [PID: 1030249] |	 Kandydat zdał teorię wcześniej
[Czas: 17:37:52.521]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030717] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.521]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030718] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.521]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030719] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.522]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030720] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.522]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030721] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.522]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030722] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.522]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030723] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.522]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030724] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.523]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030725] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.523]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030726] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.523]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030727] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.523]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030728] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.523]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030729] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.523]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030730] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.523]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030731] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.523]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030732] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.524]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030733] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.524]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030734] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.524]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030735] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.524]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030736] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.524]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030737] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.524]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030738] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.524]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030739] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.524]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030740] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.524]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030741] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.524]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030742] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.525]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030743] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.525]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030744] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.525]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030745] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.525]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030746] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.525]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030747] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.526]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030748] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.526]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030749] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.526]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030750] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.526]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030751] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.526]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030752] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.526]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030753] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.526]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030754] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.526]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030755] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.526]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030756] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.526]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030757] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.526]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030758] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.527]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030759] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.527]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030760] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.527]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030761] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.728]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030762] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.741]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030763] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.742]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030764] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.742]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030765] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.742]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030766] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.742]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030767] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.742]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030768] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.742]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030769] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.743]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030770] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.743]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030771] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.743]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030772] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.743]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030773] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.743]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030774] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.743]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030775] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.743]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030776] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.748]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030777] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.748]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030778] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.748]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030779] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.748]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030780] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.748]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030781] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.748]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030782] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.748]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030783] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.749]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030784] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.749]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030785] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.749]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030786] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.749]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030787] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.749]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030788] skierowany do komisji A [PID: 1030249] |	 Kandydat zdał teorię wcześniej
[Czas: 17:37:52.749]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030789] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.749]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030790] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.749]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030791] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.750]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030792] zarejestrowany w systemie, ale odrzucony (Brak Matury).
[Czas: 17:37:52.750]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030793] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.750]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030794] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.750]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030795] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.750]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030796] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.750]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030797] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.780]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030798] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.176]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030799] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.223]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030800] zarejestrowany w systemie, ale odrzucony (Brak Matury).
[Czas: 17:37:53.240]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030801] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.262]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030802] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.266]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030803] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.276]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030804] skierowany do komisji A [PID: 1030249] |	 Kandydat zdał teorię wcześniej
[Czas: 17:37:53.290]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030805] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.296]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030806] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.296]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030807] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.296]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030808] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.296]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030809] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.296]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030810] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.296]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030811] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.297]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030812] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.297]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030813] skierowany do komisji A [PID: 1030249] |	 Kandydat zdał teorię wcześniej
[Czas: 17:37:53.297]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030814] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.297]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030815] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.297]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030816] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.297]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030817] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.297]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030818] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.297]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030819] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.297]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030820] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.297]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030821] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.298]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030822] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.298]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030823] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.298]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030824] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.298]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030825] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.298]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030826] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.298]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030827] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.298]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030828] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.299]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030829] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.299]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030830] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.299]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030831] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.299]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030832] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.300]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030833] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.300]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030834] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.300]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030835] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.300]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030836] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.300]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030837] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.300]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030838] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.300]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030839] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.300]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030840] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.300]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030841] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.300]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030842] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.301]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030843] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.301]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030844] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.301]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030845] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.301]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030846] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.301]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030847] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.301]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030848] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.301]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030849] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.302]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030850] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.302]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030851] zarejestrowany w systemie, ale odrzucony (Brak Matury).
[Czas: 17:37:53.302]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030852] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.302]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030853] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.302]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030854] skierowany do komisji A [PID: 1030249] |	 Kandydat zdał teorię wcześniej
[Czas: 17:37:53.302]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030855] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.302]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030856] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.302]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030857] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.314]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030858] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.323]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030859] zarejestrowany w systemie, ale odrzucony (Brak Matury).
[Czas: 17:37:53.418]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030860] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.427]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030861] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.427]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030862] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.428]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030863] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.435]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030864] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.435]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030865] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.444]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030866] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.450]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030867] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.452]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030868] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.468]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030869] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.478]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030870] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.478]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030871] skierowany do komisji A [PID: 1030249] |	 Kandydat zdał teorię wcześniej
[Czas: 17:37:53.478]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030872] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.479]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030873] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.479]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030874] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.479]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030875] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.479]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030876] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.479]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030877] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.480]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030878] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.480]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030879] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.481]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030880] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.481]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030881] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.484]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030882] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.493]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030883] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.522]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030884] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.524]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030885] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.524]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030886] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.524]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030887] zarejestrowany w systemie, ale odrzucony (Brak Matury).
[Czas: 17:37:53.524]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030888] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.524]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030889] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.525]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030890] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.525]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030891] zarejestrowany w systemie, ale odrzucony (Brak Matury).
[Czas: 17:37:53.525]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030892] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.525]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030893] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.525]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030894] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.525]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030895] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.526]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030896] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.526]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030897] skierowany do komisji A [PID: 1030249]
