PID | OCENA A | OCENA B | OGOLNA OCENA | STATUS
9826 | 44.80 | 69.00 | 56.90 | ZDAL_EGZAMIN_BRAK_MIEJSC
8857 | 59.40 | 54.33 | 56.86 | ZDAL_EGZAMIN_BRAK_MIEJSC
9748 | 40.00 | 73.67 | 56.84 | ZDAL_EGZAMIN_BRAK_MIEJSC
9228 | 62.20 | 51.33 | 56.77 | ZDAL_EGZAMIN_BRAK_MIEJSC
9338 | 66.20 | 47.33 | 56.77 | ZDAL_EGZAMIN_BRAK_MIEJSC
9608 | 46.20 | 67.33 | 56.77 | ZDAL_EGZAMIN_BRAK_MIEJSC
9836 | 53.20 | 60.33 | 56.77 | ZDAL_EGZAMIN_BRAK_MIEJSC
9011 | 52.80 | 60.67 | 56.73 | ZDAL_EGZAMIN_BRAK_MIEJSC
9103 | 60.80 | 52.67 | 56.73 | ZDAL_EGZAMIN_BRAK_MIEJSC
9668 | 47.80 | 65.67 | 56.73 | ZDAL_EGZAMIN_BRAK_MIEJSC
8765 | 57.40 | 56.00 | 56.70 | ZDAL_EGZAMIN_BRAK_MIEJSC
8790 | 55.40 | 58.00 | 56.70 | ZDAL_EGZAMIN_BRAK_MIEJSC
9079 | 38.40 | 75.00 | 56.70 | ZDAL_EGZAMIN_BRAK_MIEJSC
9609 | 54.40 | 59.00 | 56.70 | ZDAL_EGZAMIN_BRAK_MIEJSC
9406 | 85.00 | 28.33 | 56.66 | OBLAL
9672 | 43.00 | 70.33 | 56.66 | ZDAL_EGZAMIN_BRAK_MIEJSC
9456 | 42.60 | 70.67 | 56.64 | ZDAL_EGZAMIN_BRAK_MIEJSC
9198 | 64.20 | 49.00 | 56.60 | ZDAL_EGZAMIN_BRAK_MIEJSC
9421 | 71.40 | 41.67 | 56.54 | ZDAL_EGZAMIN_BRAK_MIEJSC
8972 | 57.40 | 55.67 | 56.53 | ZDAL_EGZAMIN_BRAK_MIEJSC
9570 | 58.40 | 54.67 | 56.53 | ZDAL_EGZAMIN_BRAK_MIEJSC
9705 | 63.00 | 50.00 | 56.50 | ZDAL_EGZAMIN_BRAK_MIEJSC
9010 | 81.60 | 31.33 | 56.46 | ZDAL_EGZAMIN_BRAK_MIEJSC
9766 | 77.60 | 35.33 | 56.46 | ZDAL_EGZAMIN_BRAK_MIEJSC
8774 | 68.20 | 44.67 | 56.44 | ZDAL_EGZAMIN_BRAK_MIEJSC
9550 | 70.80 | 42.00 | 56.40 | ZDAL_EGZAMIN_BRAK_MIEJSC
9173 | 54.00 | 58.67 | 56.34 | ZDAL_EGZAMIN_BRAK_MIEJSC
8825 | 70.20 | 42.33 | 56.27 | ZDAL_EGZAMIN_BRAK_MIEJSC
9303 | 50.80 | 61.67 | 56.23 | ZDAL_EGZAMIN_BRAK_MIEJSC
9331 | 35.80 | 76.67 | 56.23 | ZDAL_EGZAMIN_BRAK_MIEJSC
8844 | 63.60 | 48.67 | 56.14 | ZDAL_EGZAMIN_BRAK_MIEJSC
9109 | 52.60 | 59.67 | 56.14 | ZDAL_EGZAMIN_BRAK_MIEJSC
9706 | 57.60 | 54.67 | 56.14 | ZDAL_EGZAMIN_BRAK_MIEJSC
8878 | 57.20 | 55.00 | 56.10 | ZDAL_EGZAMIN_BRAK_MIEJSC
9639 | 44.20 | 68.00 | 56.10 | ZDAL_EGZAMIN_BRAK_MIEJSC
8669 | 62.80 | 49.33 | 56.06 | ZDAL_EGZAMIN_BRAK_MIEJSC
9664 | 52.80 | 59.33 | 56.06 | ZDAL_EGZAMIN_BRAK_MIEJSC
9805 | 68.40 | 43.67 | 56.04 | ZDAL_EGZAMIN_BRAK_MIEJSC
9356 | 58.00 | 54.00 | 56.00 | ZDAL_EGZAMIN_BRAK_MIEJSC
9707 | 58.60 | 53.33 | 55.97 | ZDAL_EGZAMIN_BRAK_MIEJSC
8694 | 71.60 | 40.33 | 55.96 | ZDAL_EGZAMIN_BRAK_MIEJSC
9415 | 68.20 | 43.67 | 55.94 | ZDAL_EGZAMIN_BRAK_MIEJSC
9454 | 47.20 | 64.67 | 55.94 | ZDAL_EGZAMIN_BRAK_MIEJSC
9897 | 57.20 | 54.67 | 55.94 | ZDAL_EGZAMIN_BRAK_MIEJSC
8820 | 57.80 | 54.00 | 55.90 | ZDAL_EGZAMIN_BRAK_MIEJSC
9555 | 59.80 | 52.00 | 55.90 | ZDAL_EGZAMIN_BRAK_MIEJSC
9357 | 65.00 | 46.67 | 55.84 | ZDAL_EGZAMIN_BRAK_MIEJSC
9235 | 61.60 | 50.00 | 55.80 | ZDAL_EGZAMIN_BRAK_MIEJSC
8962 | 59.80 | 51.67 | 55.73 | ZDAL_EGZAMIN_BRAK_MIEJSC
9041 | 47.80 | 63.67 | 55.73 | ZDAL_EGZAMIN_BRAK_MIEJSC
8741 | 52.40 | 59.00 | 55.70 | ZDAL_EGZAMIN_BRAK_MIEJSC
8847 | 48.40 | 63.00 | 55.70 | ZDAL_EGZAMIN_BRAK_MIEJSC
9702 | 61.40 | 50.00 | 55.70 | ZDAL_EGZAMIN_BRAK_MIEJSC
8891 | 48.00 | 63.33 | 55.66 | ZDAL_EGZAMIN_BRAK_MIEJSC
9155 | 42.00 | 69.33 | 55.66 | ZDAL_EGZAMIN_BRAK_MIEJSC
9678 | 62.00 | 49.33 | 55.66 | ZDAL_EGZAMIN_BRAK_MIEJSC
9139 | 48.20 | 63.00 | 55.60 | ZDAL_EGZAMIN_BRAK_MIEJSC
9187 | 45.20 | 66.00 | 55.60 | ZDAL_EGZAMIN_BRAK_MIEJSC
9282 | 52.20 | 59.00 | 55.60 | ZDAL_EGZAMIN_BRAK_MIEJSC
8914 | 67.80 | 43.33 | 55.56 | ZDAL_EGZAMIN_BRAK_MIEJSC
9660 | 60.80 | 50.33 | 55.56 | ZDAL_EGZAMIN_BRAK_MIEJSC
8728 | 58.40 | 52.67 | 55.53 | ZDAL_EGZAMIN_BRAK_MIEJSC
8813 | 68.00 | 43.00 | 55.50 | ZDAL_EGZAMIN_BRAK_MIEJSC
8885 | 60.00 | 51.00 | 55.50 | ZDAL_EGZAMIN_BRAK_MIEJSC
9100 | 49.00 | 62.00 | 55.50 | ZDAL_EGZAMIN_BRAK_MIEJSC
9772 | 37.00 | 74.00 | 55.50 | ZDAL_EGZAMIN_BRAK_MIEJSC
8696 | 55.60 | 55.33 | 55.47 | ZDAL_EGZAMIN_BRAK_MIEJSC
8843 | 59.60 | 51.33 | 55.47 | ZDAL_EGZAMIN_BRAK_MIEJSC
9117 | 39.60 | 71.33 | 55.47 | ZDAL_EGZAMIN_BRAK_MIEJSC
9322 | 65.60 | 45.33 | 55.46 | ZDAL_EGZAMIN_BRAK_MIEJSC
9875 | 46.20 | 64.67 | 55.44 | ZDAL_EGZAMIN_BRAK_MIEJSC
9321 | 60.40 | 50.33 | 55.36 | ZDAL_EGZAMIN_BRAK_MIEJSC
8717 | 59.00 | 51.67 | 55.34 | ZDAL_EGZAMIN_BRAK_MIEJSC
8853 | 55.00 | 55.67 | 55.34 | ZDAL_EGZAMIN_BRAK_MIEJSC
9361 | 66.00 | 44.67 | 55.34 | ZDAL_EGZAMIN_BRAK_MIEJSC
9042 | 56.60 | 54.00 | 55.30 | ZDAL_EGZAMIN_BRAK_MIEJSC
9673 | 62.60 | 48.00 | 55.30 | ZDAL_EGZAMIN_BRAK_MIEJSC
8660 | 62.20 | 48.33 | 55.27 | ZDAL_EGZAMIN_BRAK_MIEJSC
8726 | 50.20 | 60.33 | 55.27 | ZDAL_EGZAMIN_BRAK_MIEJSC
8799 | 64.20 | 46.33 | 55.27 | ZDAL_EGZAMIN_BRAK_MIEJSC
9144 | 45.20 | 65.33 | 55.27 | ZDAL_EGZAMIN_BRAK_MIEJSC
9762 | 54.20 | 56.33 | 55.27 | ZDAL_EGZAMIN_BRAK_MIEJSC
8896 | 34.40 | 76.00 | 55.20 | ZDAL_EGZAMIN_BRAK_MIEJSC
9606 | 90.00 | 20.33 | 55.16 | OBLAL
8772 | 50.60 | 59.67 | 55.14 | ZDAL_EGZAMIN_BRAK_MIEJSC
9029 | 77.80 | 32.33 | 55.06 | ZDAL_EGZAMIN_BRAK_MIEJSC
9774 | 47.80 | 62.33 | 55.06 | ZDAL_EGZAMIN_BRAK_MIEJSC
9265 | 31.00 | 79.00 | 55.00 | ZDAL_EGZAMIN_BRAK_MIEJSC
9386 | 59.00 | 51.00 | 55.00 | ZDAL_EGZAMIN_BRAK_MIEJSC
8894 | 37.60 | 72.33 | 54.97 | ZDAL_EGZAMIN_BRAK_MIEJSC
8981 | 55.20 | 54.67 | 54.94 | ZDAL_EGZAMIN_BRAK_MIEJSC
9164 | 41.20 | 68.67 | 54.94 | ZDAL_EGZAMIN_BRAK_MIEJSC
9138 | 66.40 | 43.33 | 54.87 | ZDAL_EGZAMIN_BRAK_MIEJSC
9311 | 35.00 | 74.67 | 54.84 | ZDAL_EGZAMIN_BRAK_MIEJSC
9651 | 61.00 | 48.67 | 54.84 | ZDAL_EGZAMIN_BRAK_MIEJSC
8815 | 63.60 | 46.00 | 54.80 | ZDAL_EGZAMIN_BRAK_MIEJSC
9358 | 68.60 | 41.00 | 54.80 | ZDAL_EGZAMIN_BRAK_MIEJSC
8824 | 36.20 | 73.33 | 54.77 | ZDAL_EGZAMIN_BRAK_MIEJSC
9091 | 56.40 | 53.00 | 54.70 | ZDAL_EGZAMIN_BRAK_MIEJSC
9380 | 34.40 | 75.00 | 54.70 | ZDAL_EGZAMIN_BRAK_MIEJSC
9562 | 45.40 | 64.00 | 54.70 | ZDAL_EGZAMIN_BRAK_MIEJSC
8702 | 43.20 | 66.00 | 54.60 | ZDAL_EGZAMIN_BRAK_MIEJSC
9050 | 51.20 | 58.00 | 54.60 | ZDAL_EGZAMIN_BRAK_MIEJSC
8866 | 52.00 | 57.00 | 54.50 | ZDAL_EGZAMIN_BRAK_MIEJSC
8963 | 67.00 | 42.00 | 54.50 | ZDAL_EGZAMIN_BRAK_MIEJSC
9614 | 55.00 | 54.00 | 54.50 | ZDAL_EGZAMIN_BRAK_MIEJSC
9524 | 63.60 | 45.33 | 54.47 | ZDAL_EGZAMIN_BRAK_MIEJSC
8953 | 53.40 | 55.33 | 54.36 | ZDAL_EGZAMIN_BRAK_MIEJSC
9333 | 46.20 | 62.33 | 54.27 | ZDAL_EGZAMIN_BRAK_MIEJSC
9355 | 47.20 | 61.33 | 54.27 | ZDAL_EGZAMIN_BRAK_MIEJSC
9625 | 62.80 | 45.67 | 54.23 | ZDAL_EGZAMIN_BRAK_MIEJSC
9189 | 70.00 | 38.33 | 54.16 | ZDAL_EGZAMIN_BRAK_MIEJSC
8752 | 47.60 | 60.67 | 54.14 | ZDAL_EGZAMIN_BRAK_MIEJSC
9062 | 49.60 | 58.67 | 54.14 | ZDAL_EGZAMIN_BRAK_MIEJSC
9238 | 52.60 | 55.67 | 54.14 | ZDAL_EGZAMIN_BRAK_MIEJSC
9452 | 57.60 | 50.67 | 54.14 | ZDAL_EGZAMIN_BRAK_MIEJSC
8872 | 55.20 | 53.00 | 54.10 | ZDAL_EGZAMIN_BRAK_MIEJSC
9350 | 49.20 | 59.00 | 54.10 | ZDAL_EGZAMIN_BRAK_MIEJSC
9315 | 55.40 | 52.67 | 54.03 | ZDAL_EGZAMIN_BRAK_MIEJSC
9677 | 53.40 | 54.67 | 54.03 | ZDAL_EGZAMIN_BRAK_MIEJSC
9698 | 51.40 | 56.67 | 54.03 | ZDAL_EGZAMIN_BRAK_MIEJSC
9636 | 62.00 | 46.00 | 54.00 | ZDAL_EGZAMIN_BRAK_MIEJSC
9692 | 60.00 | 48.00 | 54.00 | ZDAL_EGZAMIN_BRAK_MIEJSC
9727 | 49.60 | 58.33 | 53.97 | ZDAL_EGZAMIN_BRAK_MIEJSC
9005 | 59.40 | 48.33 | 53.86 | ZDAL_EGZAMIN_BRAK_MIEJSC
9822 | 58.40 | 49.33 | 53.86 | ZDAL_EGZAMIN_BRAK_MIEJSC
9114 | 57.20 | 50.33 | 53.77 | ZDAL_EGZAMIN_BRAK_MIEJSC
9347 | 57.20 | 50.33 | 53.77 | ZDAL_EGZAMIN_BRAK_MIEJSC
9430 | 67.80 | 39.67 | 53.73 | ZDAL_EGZAMIN_BRAK_MIEJSC
9458 | 58.80 | 48.67 | 53.73 | ZDAL_EGZAMIN_BRAK_MIEJSC
8747 | 42.40 | 65.00 | 53.70 | ZDAL_EGZAMIN_BRAK_MIEJSC
8991 | 61.60 | 45.67 | 53.64 | ZDAL_EGZAMIN_BRAK_MIEJSC
9418 | 47.60 | 59.67 | 53.64 | ZDAL_EGZAMIN_BRAK_MIEJSC
8970 | 71.60 | 35.67 | 53.63 | ZDAL_EGZAMIN_BRAK_MIEJSC
8738 | 35.20 | 72.00 | 53.60 | ZDAL_EGZAMIN_BRAK_MIEJSC
8995 | 59.20 | 48.00 | 53.60 | ZDAL_EGZAMIN_BRAK_MIEJSC
8876 | 46.80 | 60.33 | 53.56 | ZDAL_EGZAMIN_BRAK_MIEJSC
8948 | 41.80 | 65.33 | 53.56 | ZDAL_EGZAMIN_BRAK_MIEJSC
9019 | 65.80 | 41.33 | 53.56 | ZDAL_EGZAMIN_BRAK_MIEJSC
9078 | 49.80 | 57.33 | 53.56 | ZDAL_EGZAMIN_BRAK_MIEJSC
9191 | 39.40 | 67.67 | 53.53 | ZDAL_EGZAMIN_BRAK_MIEJSC
8791 | 53.00 | 54.00 | 53.50 | ZDAL_EGZAMIN_BRAK_MIEJSC
8676 | 49.20 | 57.67 | 53.44 | ZDAL_EGZAMIN_BRAK_MIEJSC
8755 | 50.20 | 56.67 | 53.44 | ZDAL_EGZAMIN_BRAK_MIEJSC
9457 | 38.20 | 68.67 | 53.44 | ZDAL_EGZAMIN_BRAK_MIEJSC
8693 | 44.80 | 62.00 | 53.40 | ZDAL_EGZAMIN_BRAK_MIEJSC
8855 | 61.80 | 45.00 | 53.40 | ZDAL_EGZAMIN_BRAK_MIEJSC
9326 | 36.80 | 70.00 | 53.40 | ZDAL_EGZAMIN_BRAK_MIEJSC
9467 | 53.80 | 53.00 | 53.40 | ZDAL_EGZAMIN_BRAK_MIEJSC
9288 | 70.40 | 36.33 | 53.37 | ZDAL_EGZAMIN_BRAK_MIEJSC
8850 | 51.40 | 55.33 | 53.36 | ZDAL_EGZAMIN_BRAK_MIEJSC
8956 | 58.00 | 48.67 | 53.34 | ZDAL_EGZAMIN_BRAK_MIEJSC
9008 | 60.00 | 46.67 | 53.34 | ZDAL_EGZAMIN_BRAK_MIEJSC
9801 | 62.00 | 44.67 | 53.34 | ZDAL_EGZAMIN_BRAK_MIEJSC
9646 | 53.20 | 53.33 | 53.27 | ZDAL_EGZAMIN_BRAK_MIEJSC
9855 | 42.80 | 63.67 | 53.23 | ZDAL_EGZAMIN_BRAK_MIEJSC
9360 | 69.00 | 37.33 | 53.16 | ZDAL_EGZAMIN_BRAK_MIEJSC
9414 | 80.00 | 26.33 | 53.16 | OBLAL
9055 | 71.60 | 34.67 | 53.13 | ZDAL_EGZAMIN_BRAK_MIEJSC
9834 | 63.20 | 43.00 | 53.10 | ZDAL_EGZAMIN_BRAK_MIEJSC
8859 | 47.40 | 58.67 | 53.03 | ZDAL_EGZAMIN_BRAK_MIEJSC
9761 | 43.40 | 62.67 | 53.03 | ZDAL_EGZAMIN_BRAK_MIEJSC
9590 | 41.00 | 65.00 | 53.00 | ZDAL_EGZAMIN_BRAK_MIEJSC
9088 | 35.60 | 70.33 | 52.97 | ZDAL_EGZAMIN_BRAK_MIEJSC
9065 | 44.20 | 61.67 | 52.94 | ZDAL_EGZAMIN_BRAK_MIEJSC
9497 | 53.20 | 52.67 | 52.94 | ZDAL_EGZAMIN_BRAK_MIEJSC
9153 | 73.80 | 32.00 | 52.90 | ZDAL_EGZAMIN_BRAK_MIEJSC
9382 | 48.80 | 57.00 | 52.90 | ZDAL_EGZAMIN_BRAK_MIEJSC
8785 | 49.40 | 56.33 | 52.86 | ZDAL_EGZAMIN_BRAK_MIEJSC
8757 | 69.00 | 36.67 | 52.84 | ZDAL_EGZAMIN_BRAK_MIEJSC
9051 | 57.60 | 48.00 | 52.80 | ZDAL_EGZAMIN_BRAK_MIEJSC
9064 | 54.60 | 51.00 | 52.80 | ZDAL_EGZAMIN_BRAK_MIEJSC
9237 | 63.60 | 42.00 | 52.80 | ZDAL_EGZAMIN_BRAK_MIEJSC
9083 | 45.20 | 60.33 | 52.77 | ZDAL_EGZAMIN_BRAK_MIEJSC
9230 | 60.20 | 45.33 | 52.77 | ZDAL_EGZAMIN_BRAK_MIEJSC
9336 | 49.80 | 55.67 | 52.73 | ZDAL_EGZAMIN_BRAK_MIEJSC
9695 | 50.80 | 54.67 | 52.73 | ZDAL_EGZAMIN_BRAK_MIEJSC
8871 | 71.40 | 34.00 | 52.70 | ZDAL_EGZAMIN_BRAK_MIEJSC
9171 | 62.40 | 43.00 | 52.70 | ZDAL_EGZAMIN_BRAK_MIEJSC
9574 | 52.00 | 53.33 | 52.66 | ZDAL_EGZAMIN_BRAK_MIEJSC
8835 | 47.60 | 57.67 | 52.64 | ZDAL_EGZAMIN_BRAK_MIEJSC
8730 | 41.20 | 64.00 | 52.60 | ZDAL_EGZAMIN_BRAK_MIEJSC
8874 | 61.20 | 44.00 | 52.60 | ZDAL_EGZAMIN_BRAK_MIEJSC
8949 | 51.20 | 54.00 | 52.60 | ZDAL_EGZAMIN_BRAK_MIEJSC
9170 | 78.20 | 27.00 | 52.60 | OBLAL
9558 | 51.20 | 54.00 | 52.60 | ZDAL_EGZAMIN_BRAK_MIEJSC
8834 | 48.80 | 56.33 | 52.56 | ZDAL_EGZAMIN_BRAK_MIEJSC
9037 | 48.80 | 56.33 | 52.56 | ZDAL_EGZAMIN_BRAK_MIEJSC
8911 | 47.00 | 58.00 | 52.50 | ZDAL_EGZAMIN_BRAK_MIEJSC
9661 | 57.00 | 48.00 | 52.50 | ZDAL_EGZAMIN_BRAK_MIEJSC
9521 | 50.40 | 54.33 | 52.36 | ZDAL_EGZAMIN_BRAK_MIEJSC
9169 | 74.00 | 30.67 | 52.34 | ZDAL_EGZAMIN_BRAK_MIEJSC
9471 | 45.00 | 59.67 | 52.34 | ZDAL_EGZAMIN_BRAK_MIEJSC
8733 | 59.20 | 45.33 | 52.27 | ZDAL_EGZAMIN_BRAK_MIEJSC
9296 | 51.20 | 53.33 | 52.27 | ZDAL_EGZAMIN_BRAK_MIEJSC
9323 | 42.20 | 62.33 | 52.27 | ZDAL_EGZAMIN_BRAK_MIEJSC
9395 | 49.20 | 55.33 | 52.27 | ZDAL_EGZAMIN_BRAK_MIEJSC
9075 | 41.40 | 63.00 | 52.20 | ZDAL_EGZAMIN_BRAK_MIEJSC
9763 | 48.40 | 56.00 | 52.20 | ZDAL_EGZAMIN_BRAK_MIEJSC
9885 | 56.00 | 48.33 | 52.16 | ZDAL_EGZAMIN_BRAK_MIEJSC
9186 | 52.60 | 51.67 | 52.14 | ZDAL_EGZAMIN_BRAK_MIEJSC
9612 | 62.80 | 41.33 | 52.06 | ZDAL_EGZAMIN_BRAK_MIEJSC
9268 | 67.40 | 36.67 | 52.04 | ZDAL_EGZAMIN_BRAK_MIEJSC
9149 | 38.40 | 65.67 | 52.03 | ZDAL_EGZAMIN_BRAK_MIEJSC
9807 | 45.40 | 58.67 | 52.03 | ZDAL_EGZAMIN_BRAK_MIEJSC
9537 | 43.60 | 60.33 | 51.97 | ZDAL_EGZAMIN_BRAK_MIEJSC
9645 | 52.60 | 51.33 | 51.97 | ZDAL_EGZAMIN_BRAK_MIEJSC
8649 | 53.20 | 50.67 | 51.94 | ZDAL_EGZAMIN_BRAK_MIEJSC
8934 | 38.20 | 65.67 | 51.94 | ZDAL_EGZAMIN_BRAK_MIEJSC
9113 | 64.80 | 39.00 | 51.90 | ZDAL_EGZAMIN_BRAK_MIEJSC
9217 | 42.80 | 61.00 | 51.90 | ZDAL_EGZAMIN_BRAK_MIEJSC
9775 | 40.80 | 63.00 | 51.90 | ZDAL_EGZAMIN_BRAK_MIEJSC
9128 | 55.40 | 48.33 | 51.86 | ZDAL_EGZAMIN_BRAK_MIEJSC
9147 | 58.40 | 45.33 | 51.86 | ZDAL_EGZAMIN_BRAK_MIEJSC
9152 | 53.40 | 50.33 | 51.86 | ZDAL_EGZAMIN_BRAK_MIEJSC
9294 | 53.40 | 50.33 | 51.86 | ZDAL_EGZAMIN_BRAK_MIEJSC
9716 | 52.40 | 51.33 | 51.86 | ZDAL_EGZAMIN_BRAK_MIEJSC
9224 | 51.00 | 52.67 | 51.84 | ZDAL_EGZAMIN_BRAK_MIEJSC
8851 | 36.60 | 67.00 | 51.80 | ZDAL_EGZAMIN_BRAK_MIEJSC
8959 | 50.60 | 53.00 | 51.80 | ZDAL_EGZAMIN_BRAK_MIEJSC
9396 | 49.60 | 54.00 | 51.80 | ZDAL_EGZAMIN_BRAK_MIEJSC
9460 | 53.60 | 50.00 | 51.80 | ZDAL_EGZAMIN_BRAK_MIEJSC
9720 | 35.60 | 68.00 | 51.80 | ZDAL_EGZAMIN_BRAK_MIEJSC
9825 | 49.60 | 54.00 | 51.80 | ZDAL_EGZAMIN_BRAK_MIEJSC
8989 | 54.80 | 48.67 | 51.73 | ZDAL_EGZAMIN_BRAK_MIEJSC
9887 | 45.80 | 57.67 | 51.73 | ZDAL_EGZAMIN_BRAK_MIEJSC
9223 | 52.20 | 51.00 | 51.60 | ZDAL_EGZAMIN_BRAK_MIEJSC
9154 | 65.40 | 37.67 | 51.54 | ZDAL_EGZAMIN_BRAK_MIEJSC
9843 | 52.40 | 50.67 | 51.53 | ZDAL_EGZAMIN_BRAK_MIEJSC
9101 | 50.00 | 53.00 | 51.50 | ZDAL_EGZAMIN_BRAK_MIEJSC
9300 | 67.60 | 35.33 | 51.46 | ZDAL_EGZAMIN_BRAK_MIEJSC
8816 | 53.20 | 49.67 | 51.44 | ZDAL_EGZAMIN_BRAK_MIEJSC
8712 | 53.80 | 49.00 | 51.40 | ZDAL_EGZAMIN_BRAK_MIEJSC
8761 | 65.80 | 37.00 | 51.40 | ZDAL_EGZAMIN_BRAK_MIEJSC
9846 | 57.80 | 45.00 | 51.40 | ZDAL_EGZAMIN_BRAK_MIEJSC
9082 | 49.40 | 53.33 | 51.36 | ZDAL_EGZAMIN_BRAK_MIEJSC
9514 | 38.40 | 64.33 | 51.36 | ZDAL_EGZAMIN_BRAK_MIEJSC
8863 | 57.00 | 45.67 | 51.34 | ZDAL_EGZAMIN_BRAK_MIEJSC
9115 | 49.00 | 53.67 | 51.34 | ZDAL_EGZAMIN_BRAK_MIEJSC
8768 | 44.20 | 58.33 | 51.27 | ZDAL_EGZAMIN_BRAK_MIEJSC
9491 | 35.20 | 67.33 | 51.27 | ZDAL_EGZAMIN_BRAK_MIEJSC
9324 | 49.80 | 52.67 | 51.23 | ZDAL_EGZAMIN_BRAK_MIEJSC
9862 | 61.80 | 40.67 | 51.23 | ZDAL_EGZAMIN_BRAK_MIEJSC
9621 | 56.40 | 46.00 | 51.20 | ZDAL_EGZAMIN_BRAK_MIEJSC
9122 | 47.20 | 55.00 | 51.10 | ZDAL_EGZAMIN_BRAK_MIEJSC
8873 | 43.40 | 58.67 | 51.03 | ZDAL_EGZAMIN_BRAK_MIEJSC
9345 | 50.60 | 51.33 | 50.97 | ZDAL_EGZAMIN_BRAK_MIEJSC
9043 | 48.20 | 53.67 | 50.94 | ZDAL_EGZAMIN_BRAK_MIEJSC
9385 | 39.20 | 62.67 | 50.94 | ZDAL_EGZAMIN_BRAK_MIEJSC
9488 | 62.20 | 39.67 | 50.94 | ZDAL_EGZAMIN_BRAK_MIEJSC
9516 | 44.80 | 57.00 | 50.90 | ZDAL_EGZAMIN_BRAK_MIEJSC
9165 | 43.40 | 58.33 | 50.86 | ZDAL_EGZAMIN_BRAK_MIEJSC
8719 | 43.00 | 58.67 | 50.84 | ZDAL_EGZAMIN_BRAK_MIEJSC
9274 | 44.00 | 57.67 | 50.84 | ZDAL_EGZAMIN_BRAK_MIEJSC
9137 | 41.60 | 60.00 | 50.80 | ZDAL_EGZAMIN_BRAK_MIEJSC
9694 | 53.60 | 48.00 | 50.80 | ZDAL_EGZAMIN_BRAK_MIEJSC
8673 | 46.20 | 55.33 | 50.77 | ZDAL_EGZAMIN_BRAK_MIEJSC
8682 | 52.20 | 49.33 | 50.77 | ZDAL_EGZAMIN_BRAK_MIEJSC
8964 | 45.20 | 56.33 | 50.77 | ZDAL_EGZAMIN_BRAK_MIEJSC
9073 | 56.20 | 45.33 | 50.77 | ZDAL_EGZAMIN_BRAK_MIEJSC
8823 | 52.40 | 49.00 | 50.70 | ZDAL_EGZAMIN_BRAK_MIEJSC
8670 | 54.00 | 47.33 | 50.66 | ZDAL_EGZAMIN_BRAK_MIEJSC
9180 | 52.00 | 49.33 | 50.66 | ZDAL_EGZAMIN_BRAK_MIEJSC
9183 | 55.00 | 46.33 | 50.66 | ZDAL_EGZAMIN_BRAK_MIEJSC
8919 | 33.60 | 67.67 | 50.64 | ZDAL_EGZAMIN_BRAK_MIEJSC
8967 | 58.60 | 42.67 | 50.64 | ZDAL_EGZAMIN_BRAK_MIEJSC
9808 | 56.60 | 44.67 | 50.64 | ZDAL_EGZAMIN_BRAK_MIEJSC
9613 | 55.80 | 45.33 | 50.56 | ZDAL_EGZAMIN_BRAK_MIEJSC
9823 | 65.40 | 35.67 | 50.54 | ZDAL_EGZAMIN_BRAK_MIEJSC
8901 | 38.00 | 63.00 | 50.50 | ZDAL_EGZAMIN_BRAK_MIEJSC
9344 | 57.00 | 44.00 | 50.50 | ZDAL_EGZAMIN_BRAK_MIEJSC
9373 | 61.60 | 39.33 | 50.47 | ZDAL_EGZAMIN_BRAK_MIEJSC
9407 | 50.60 | 50.33 | 50.47 | ZDAL_EGZAMIN_BRAK_MIEJSC
9731 | 62.60 | 38.33 | 50.47 | ZDAL_EGZAMIN_BRAK_MIEJSC
8829 | 57.20 | 43.67 | 50.44 | ZDAL_EGZAMIN_BRAK_MIEJSC
8907 | 51.80 | 49.00 | 50.40 | ZDAL_EGZAMIN_BRAK_MIEJSC
9071 | 44.80 | 56.00 | 50.40 | ZDAL_EGZAMIN_BRAK_MIEJSC
9015 | 46.40 | 54.33 | 50.36 | ZDAL_EGZAMIN_BRAK_MIEJSC
9487 | 45.40 | 55.33 | 50.36 | ZDAL_EGZAMIN_BRAK_MIEJSC
8879 | 42.60 | 58.00 | 50.30 | ZDAL_EGZAMIN_BRAK_MIEJSC
8889 | 59.60 | 41.00 | 50.30 | ZDAL_EGZAMIN_BRAK_MIEJSC
9592 | 46.60 | 54.00 | 50.30 | ZDAL_EGZAMIN_BRAK_MIEJSC
8931 | 45.20 | 55.33 | 50.27 | ZDAL_EGZAMIN_BRAK_MIEJSC
9410 | 45.20 | 55.33 | 50.27 | ZDAL_EGZAMIN_BRAK_MIEJSC
9670 | 59.20 | 41.33 | 50.27 | ZDAL_EGZAMIN_BRAK_MIEJSC
9883 | 57.20 | 43.33 | 50.27 | ZDAL_EGZAMIN_BRAK_MIEJSC
8913 | 55.40 | 45.00 | 50.20 | ZDAL_EGZAMIN_BRAK_MIEJSC
8918 | 39.40 | 61.00 | 50.20 | ZDAL_EGZAMIN_BRAK_MIEJSC
9429 | 45.40 | 55.00 | 50.20 | ZDAL_EGZAMIN_BRAK_MIEJSC
9158 | 46.00 | 54.33 | 50.16 | ZDAL_EGZAMIN_BRAK_MIEJSC
9123 | 54.60 | 45.67 | 50.14 | ZDAL_EGZAMIN_BRAK_MIEJSC
9884 | 57.60 | 42.67 | 50.14 | ZDAL_EGZAMIN_BRAK_MIEJSC
